Gene ID	Associated Gene Name	EntrezGene ID	Version (gene)
ENSG00000224752	VN1R21P		1
ENSG00000228242	AC093495.4		3
ENSG00000150867	PIP4K2A	5305	9
ENSG00000255021	RP11-536I6.2		1
ENSG00000251576	RP11-536I6.1	101927565	1
ENSG00000199609	RNA5SP124		1
ENSG00000144596	GRIP2		7
ENSG00000082898	XPO1	7514	12
ENSG00000262743	CICP10		1
ENSG00000261859	AC134873.1		1
ENSG00000271453	ABC7-43041300I9.1		1
ENSG00000262523	ENDOD1	23052	1
ENSG00000266592	AKR1C1	1645	1
ENSG00000264466	U8		1
ENSG00000263495	U8		1
ENSG00000265721	U8		1
ENSG00000265431	U8		1
ENSG00000271668	RP11-1324A7.2		1
ENSG00000265385	AL353608.2		1
ENSG00000264996	RP11-561O23.7		1
ENSG00000272336	RP11-110I1.14		1
ENSG00000272208	RP11-110I1.13		1
ENSG00000273005	RP11-2E11.10		1
ENSG00000263487	MIR335	442904	1
ENSG00000264035	RNA5SP246		1
ENSG00000273491	RP11-138A9.2		1
ENSG00000265177	LINC-PINT		1
ENSG00000272014	ABBA01057584.1		1
ENSG00000261883	HMBS	3145	1
ENSG00000272357	GS1-393G12.14		1
ENSG00000263064	AC118758.1		1
ENSG00000268248	AC118758.5		1
ENSG00000269764	AC118758.7		1
ENSG00000268843	AC118758.6		1
ENSG00000268025	AC118758.3		1
ENSG00000268187	AC118758.4		4
ENSG00000265551	FAM21C	101930591	1
ENSG00000265551	FAM21C	253725	1
ENSG00000265551	FAM21C	55747	1
ENSG00000273246	AC118758.8		1
ENSG00000270256	RP11-175I17.6		1
ENSG00000264282	FAM25E		1
ENSG00000267377	CTB-91J4.1		1
ENSG00000264842	AGAP4	101060581	1
ENSG00000264842	AGAP4	119016	1
ENSG00000266986	RP11-428O23.1		1
ENSG00000267536	AC131056.5		1
ENSG00000267602	CTB-75G16.3		1
ENSG00000264889	RP11-175I17.2		3
ENSG00000264291	RNA5SP310		1
ENSG00000264217	RP11-592B15.6		1
ENSG00000265354	TIMM23B	100652748	2
ENSG00000265354	TIMM23B	653252	2
ENSG00000265733	SNORA74		1
ENSG00000262705	CR392000.1		1
ENSG00000266214	AC073647.2		1
ENSG00000260295	RP11-163O19.1		1
ENSG00000260169	RP11-163O19.11		1
ENSG00000266412	NCOA4	8031	1
ENSG00000270851	AF146191.8		1
ENSG00000261910	MYO7A	4647	4
ENSG00000263185	TEX2	55852	2
ENSG00000262909	SMURF2	64750	2
ENSG00000271812	RP11-87N3.6		1
ENSG00000264606	CTSE	1510	1
ENSG00000265183	SNORD60		1
ENSG00000265640	RP11-38J22.1		1
ENSG00000265448	RP11-421E17.4		1
ENSG00000264611	SRGAP2-AS1		1
ENSG00000264375	RP11-343H5.6		1
ENSG00000265184	DYRK3	8444	1
ENSG00000263695	SNORD112		1
ENSG00000266641	MAPKAPK2	9261	1
ENSG00000264533	RP11-343H5.4		1
ENSG00000241541	Y_RNA		2
ENSG00000270950	XXbac-BPG170G13.31		1
ENSG00000263668	RPL7AP7		1
ENSG00000266810	MICG		1
ENSG00000264100	HLA-T		1
ENSG00000264683	DDX39BP1		1
ENSG00000266519	MCCD1P1		1
ENSG00000270063	HCG4B	80868	1
ENSG00000266161	HLA-K		1
ENSG00000264487	HLA-U		1
ENSG00000265088	HCG4P5		1
ENSG00000263992	HLA-W		1
ENSG00000264325	CR925767.1		2
ENSG00000264751	HLA-G	3135	3
ENSG00000263282	AC005086.8		1
ENSG00000262398	AC005086.6		1
ENSG00000262840	DNAH12	201625	2
ENSG00000260297	AC005086.5		2
ENSG00000262935	AC005086.7		1
ENSG00000266796	CT009496.1		1
ENSG00000272624	AC091390.2		1
ENSG00000269100	AC114494.2		1
ENSG00000266735	RNU6-1226P		1
ENSG00000265434	HLA-ABC	3105	4
ENSG00000262325	MMP13	4322	2
ENSG00000266888	RP11-506B6.6	101927640	3
ENSG00000262844	RP11-7O20.4		1
ENSG00000270046	CTD-2132N18.4		1
ENSG00000267718	CTD-2132N18.2		1
ENSG00000263010	RP11-708L7.6		1
ENSG00000270353	RP11-708L7.9		1
ENSG00000262506	C11orf57	55216	2
ENSG00000268161	AC130469.2		1
ENSG00000268376	CTD-2586B10.1		1
ENSG00000269880	CTD-2557P19.4		1
ENSG00000262124	ZNF558	148156	2
ENSG00000262330	AC012616.1		1
ENSG00000262341	U73169.2		1
ENSG00000268612	ABT1	29777	1
ENSG00000271281	RP11-457M11.6		1
ENSG00000268998	VN1R14P		1
ENSG00000269264	RP11-457M11.2		2
ENSG00000267894	ZNF322	79692	1
ENSG00000267814	RP11-457M11.5	101929855	1
ENSG00000263639	MSMB	4477	1
ENSG00000264852	RP11-481A12.2		1
ENSG00000264586	RP11-109G10.2		1
ENSG00000264204	AGAP7	653268	1
ENSG00000264221	RP11-292F22.5	101929917	2
ENSG00000263471	AHCYP1		1
ENSG00000263482	ANTXRLP1	100996567	2
ENSG00000263673	RP11-292F22.7		1
ENSG00000266301	CTGLF8P		1
ENSG00000262722	GPRIN2	9721	1
ENSG00000263480	SYT15	83849	2
ENSG00000263939	RP11-38L15.3	101927699	1
ENSG00000266253	RP11-38L15.2		4
ENSG00000264651	FAM35BP	439965	3
ENSG00000264651	FAM35BP	414241	3
ENSG00000272340	RP11-38L15.8		1
ENSG00000266880	RHEBP1		2
ENSG00000266585	RN7SL248P		1
ENSG00000264404	RP11-508M1.7		1
ENSG00000265854	CTSLP3		1
ENSG00000265366	GLUD1P2		3
ENSG00000265424	DUSP8P1		1
ENSG00000265124	BMS1P5	399761	2
ENSG00000264664	RNA5SP314		1
ENSG00000265397	FRMPD2P1	728798	1
ENSG00000264821	AC091738.1		1
ENSG00000264427	MIR4650-2	100616331	1
ENSG00000264427	MIR4650-2	100616310	1
ENSG00000271506	RP11-535E8.2		1
ENSG00000266147	RN7SL377P		1
ENSG00000262295	SBDSP1	155370	1
ENSG00000263191	RN7SL625P		2
ENSG00000261894	SPDYE7P	441251	1
ENSG00000262122	POM121	9883	1
ENSG00000273072	RP11-313P13.5		1
ENSG00000265426	MIR4740	100616294	1
ENSG00000266303	MIR3186	100422944	1
ENSG00000266662	FSCN2	25794	1
ENSG00000262696	NSUN5P2	260294	2
ENSG00000262696	NSUN5P2	155400	2
ENSG00000262421	TRIM74	378108	1
ENSG00000263067	STAG3L3	442582	2
ENSG00000262863	AC005488.11		1
ENSG00000262709	Y_RNA		1
ENSG00000269406	AC211476.1		1
ENSG00000268956	RP11-313P13.3		1
ENSG00000262574	Y_RNA		1
ENSG00000262461	SPDYE8P		1
ENSG00000262060	RP11-313P13.4		1
ENSG00000269634	Y_RNA		1
ENSG00000264832	PTPN20B	101930271	1
ENSG00000264832	PTPN20B	653129	1
ENSG00000264832	PTPN20B	26095	1
ENSG00000261948	RP11-396K3.1		2
ENSG00000263213	PHBP5		1
ENSG00000262984	NCF1B	654816	1
ENSG00000261952	POM121B		1
ENSG00000266524	GDF10	2662	2
ENSG00000262589	NSUN5	55695	1
ENSG00000263761	GDF2	2658	1
ENSG00000265203	RBP3	5949	1
ENSG00000265383	AL731561.1		1
ENSG00000262964	TRIM50	135892	1
ENSG00000262374	RP11-483G21.3		1
ENSG00000265763	ZNF488	118738	2
ENSG00000266298	RP11-463P17.3		1
ENSG00000263703	RP11-463P17.1		1
ENSG00000262532	FKBP6	8468	1
ENSG00000262901	RNU6-1080P		1
ENSG00000262013	Y_RNA		1
ENSG00000263254	FZD9	8326	1
ENSG00000265190	ANXA8	653145	2
ENSG00000262694	BAZ1B	9031	1
ENSG00000262123	RNU6-1198P		1
ENSG00000263801	AL591684.2	100996760	1
ENSG00000270156	RP11-301J7.8		1
ENSG00000271545	RP11-301J7.9		1
ENSG00000264883	FAM25G	100133093	2
ENSG00000264883	FAM25G	644054	2
ENSG00000264883	FAM25G	643161	2
ENSG00000264883	FAM25G	414155	2
ENSG00000264561	AGAP9	642517	2
ENSG00000263151	BCL7B	9275	1
ENSG00000266787	RNA5SP313		1
ENSG00000263605	BMS1P6		1
ENSG00000265630	GLUD1P6		1
ENSG00000264436	DUSP8P2		1
ENSG00000266217	CTSLP2		1
ENSG00000265578	FAM35DP		1
ENSG00000266165	RN7SL453P		1
ENSG00000266034	RHEBP2	101060032	1
ENSG00000264199	FAM25C	100133093	2
ENSG00000264199	FAM25C	644054	2
ENSG00000264199	FAM25C	643161	2
ENSG00000265018	CTGLF12P	414224	2
ENSG00000263484	RNA5SP315		1
ENSG00000270025	BMS1P7		1
ENSG00000273225	AC244230.3		1
ENSG00000264230	AC244230.1	728113	3
ENSG00000264230	AC244230.1	653145	3
ENSG00000264230	AC244230.1	244	3
ENSG00000266170	AC244230.2	5540	1
ENSG00000264717	NPY4R	100996758	1
ENSG00000263049	TBL2	26608	3
ENSG00000262077	MLXIPL	51085	1
ENSG00000272618	AC091738.3	441250	1
ENSG00000268972	RNU6ATAC	100151684	1
ENSG00000273298	LL09NC01-139C3.1		1
ENSG00000269862	RP11-654A16.3		1
ENSG00000269733	PGPEP1L	145814	1
ENSG00000269174	RP11-6O2.4		1
ENSG00000269714	TTC23	64927	1
ENSG00000268741	RP11-6O2.3		1
ENSG00000269283	AC036108.1	23336	1
ENSG00000269277	PPP2R2D	55844	1
ENSG00000269797	GPR107	57720	3
ENSG00000269262	RP11-145E17.2		1
ENSG00000269571	RXRA	6256	1
ENSG00000267806	AL360004.2		1
ENSG00000267930	RPS26P8		1
ENSG00000268284	RP11-707O23.5		1
ENSG00000268986	AC225613.8		1
ENSG00000268733	NCS1	23413	1
ENSG00000268290	AP001271.3		1
ENSG00000268837	SHANK2-AS1	100874198	1
ENSG00000269863	SHANK2-AS2		1
ENSG00000269137	Y_RNA		1
ENSG00000269211	SHANK2-AS3	220070	1
ENSG00000269325	MIR3664	100500844	1
ENSG00000268329	KATNB1	10300	1
ENSG00000268430	SHANK2	22941	4
ENSG00000269180	KIFC3	3801	2
ENSG00000269214	RNU6-20P		1
ENSG00000270675	AC092118.1		1
ENSG00000269324	HMCN2	101060175	2
ENSG00000269324	HMCN2	256158	2
ENSG00000262018	VPS37D	155382	1
ENSG00000261940	DNAJC30	84277	3
ENSG00000262030	WBSCR22	114049	1
ENSG00000263024	STX1A	6804	2
ENSG00000266280	MIR4284	100422948	1
ENSG00000262387	RN7SL265P		2
ENSG00000261908	LINC00035	171022	1
ENSG00000262947	ABHD11	83451	2
ENSG00000262073	CLDN3	1365	1
ENSG00000262988	CLDN4	1364	2
ENSG00000262499	WBSCR27	155368	1
ENSG00000262459	WBSCR28	135886	1
ENSG00000262981	RP11-731K22.1		2
ENSG00000262184	ELN	2006	2
ENSG00000262058	CTB-51J22.1		1
ENSG00000262063	LIMK1	3984	3
ENSG00000263344	EIF4H	7458	1
ENSG00000263190	MIR590	693175	1
ENSG00000262128	LAT2	7462	1
ENSG00000261911	RFC2	5982	2
ENSG00000262047	RNU6-1070P		1
ENSG00000263226	CLIP2	7461	2
ENSG00000261920	GTF2IRD1	9569	1
ENSG00000261918	RNA5SP233		1
ENSG00000263294	AC004851.2		1
ENSG00000273401	RP5-1186P10.2		1
ENSG00000261919	NCF1	653361	2
ENSG00000268855	Y_RNA		1
ENSG00000262388	AC138783.13		1
ENSG00000262960	NCF1C	654817	1
ENSG00000262648	PHBP15		1
ENSG00000263081	AC004878.8		1
ENSG00000267828	Y_RNA		1
ENSG00000268250	Y_RNA		1
ENSG00000268978	Y_RNA		1
ENSG00000268330	AC211486.1		1
ENSG00000262779	Y_RNA		1
ENSG00000261875	AC006014.8	541473	1
ENSG00000262895	TRIM73	375593	1
ENSG00000263044	NSUN5P1	155400	1
ENSG00000262760	AC006014.7		1
ENSG00000262834	AC018720.10		2
ENSG00000261876	PMS2P3	5387	1
ENSG00000267932	Y_RNA		1
ENSG00000263334	HIP1	3092	1
ENSG00000264942	RN7SL642P		1
ENSG00000262029	CCL26	10344	1
ENSG00000262306	CCL24	6369	1
ENSG00000263104	AC005102.1		1
ENSG00000262744	RHBDD2	57414	3
ENSG00000262569	POR	5447	5
ENSG00000265726	MIR4651	100616270	1
ENSG00000262650	RPL7L1P3		1
ENSG00000262432	SNORA14A	677801	1
ENSG00000262309	TMEM120A	83862	1
ENSG00000262263	STYXL1	51657	2
ENSG00000262847	MDH2	4191	2
ENSG00000263227	AC005077.14	101930475	1
ENSG00000261953	RNU6-863P		1
ENSG00000262876	AC005077.12	101927126	1
ENSG00000262270	AC005077.9		1
ENSG00000262064	snoU13		1
ENSG00000261851	AC005077.8		1
ENSG00000262711	AC005077.7		1
ENSG00000262751	AC005077.5		1
ENSG00000262321	SRRM3	222183	1
ENSG00000265234	RN7SL212P		1
ENSG00000263001	GTF2I	2969	1
ENSG00000263008	WBSCR16	653375	1
ENSG00000263008	WBSCR16	81554	1
ENSG00000273150	AC245150.1		1
ENSG00000272391	AC211429.1		1
ENSG00000269731	LA16c-13E4.3		1
ENSG00000268486	FP885535.1		1
ENSG00000267966	RPL23AP82	284942	1
ENSG00000267966	RPL23AP82	118433	1
ENSG00000269671	RABL2B	11159	1
ENSG00000269671	RABL2B	11158	1
ENSG00000261345	GATA5	140628	2
ENSG00000272470	RP13-379O24.3		1
ENSG00000262780	RP13-379O24.2		1
ENSG00000268420	RP6-99M1.1		1
ENSG00000270080	RP6-99M1.2		1
ENSG00000269317	MIR221	407006	1
ENSG00000268666	MIR222	407007	1
ENSG00000270089	RP6-99M1.3		1
ENSG00000267928	HMGB1P16		1
ENSG00000268513	SNORD77		1
ENSG00000269029	RP5-1158E12.2		1
ENSG00000269675	RP5-1158E12.1		1
ENSG00000259988	C20orf166-AS1	253868	1
ENSG00000268183	ABCD1P4		1
ENSG00000268212	CXorf30	645090	1
ENSG00000269856	LA16c-4G1.3		1
ENSG00000268753	LA16c-4G1.4		1
ENSG00000267949	LA16c-4G1.5		1
ENSG00000272999	RP11-87M18.2	101928627	1
ENSG00000272032	C20orf166	128826	1
ENSG00000269453	RPS15AP40		1
ENSG00000269351	AC233287.1		1
ENSG00000268258	RP11-492O8.1		1
ENSG00000261850	MIR1-1	406904	1
ENSG00000269062	BX842568.1		1
ENSG00000265022	MIR133A2	406923	1
ENSG00000259927	RPL7P3		1
ENSG00000263273	WI2-87327B8.1		3
ENSG00000260888	RP13-30A9.1		1
ENSG00000268867	BX842568.2		1
ENSG00000260775	RP13-30A9.2	100505735	1
ENSG00000268502	BX842568.4		1
ENSG00000269230	FAM47C	442444	1
ENSG00000268451	FTH1P18		1
ENSG00000269664	RP11-31H15.2		1
ENSG00000269854	Y_RNA		1
ENSG00000269687	RP11-995C19.2		1
ENSG00000268150	RN7SL199P		1
ENSG00000267803	AC244161.1		1
ENSG00000269703	AC244163.2	100996747	1
ENSG00000269525	AC244163.1		1
ENSG00000269314	AC139677.9		1
ENSG00000269513	AC139677.11	101929775	2
ENSG00000269513	AC139677.11	644172	2
ENSG00000267945	AC139677.8		1
ENSG00000269348	MOB1AP2		1
ENSG00000268431	PRRG1	5638	1
ENSG00000269562	DLGAP4	22839	1
ENSG00000269550	TM4SF2		1
ENSG00000268169	RP11-357K9.2		1
ENSG00000267902	FTH1P19		1
ENSG00000269704	FTH1P27		1
ENSG00000269394	AC139677.10	101930430	3
ENSG00000269394	AC139677.10	474170	3
ENSG00000269394	AC139677.10	9884	3
ENSG00000268437	FAM47DP		1
ENSG00000269670	LANCL3	347404	1
ENSG00000267876	GSC2	2928	1
ENSG00000269380	XK	7504	1
ENSG00000268587	AC004463.6	100652736	2
ENSG00000269438	CCNB3	85417	1
ENSG00000268928	SLC25A1	6576	1
ENSG00000268765	CYBB	1536	1
ENSG00000272185	AC233297.1		1
ENSG00000269212	AC000081.2		1
ENSG00000268668	SHROOM4	57477	2
ENSG00000268890	SNORA15		1
ENSG00000268638	KRT18P62		1
ENSG00000269735	AL121865.2		1
ENSG00000269712	RNU6-935P		1
ENSG00000269426	H3F3AP5		1
ENSG00000269479	BMP15	9210	1
ENSG00000269669	HMGB1P15		1
ENSG00000267836	RP11-104D21.1		1
ENSG00000268011	RP11-104D21.2		1
ENSG00000269413	RP11-104D21.3	101926971	1
ENSG00000269644	RP13-346H10.2		1
ENSG00000269003	NUDT10	170685	1
ENSG00000268939	RP11-348F1.3		1
ENSG00000268966	RP11-348F1.2		1
ENSG00000269448	CXorf67		1
ENSG00000269203	NUDT11	55190	1
ENSG00000268569	HIRA	7290	1
ENSG00000269141	RP11-56H2.2		1
ENSG00000269607	CENPVP3		1
ENSG00000268077	CENPVP1	441495	2
ENSG00000268077	CENPVP1	389857	2
ENSG00000268273	GSPT2	23708	1
ENSG00000269301	C22orf39	128977	2
ENSG00000268018	MAGED1	9500	2
ENSG00000269216	CLTCL1	8218	2
ENSG00000268910	RP11-22B10.3		1
ENSG00000268405	RNU6-504P		1
ENSG00000269088	RP11-234P3.2		1
ENSG00000269362	IPO7P1		1
ENSG00000268585	RP11-234P3.4		1
ENSG00000269527	TPMTP3		1
ENSG00000268113	RP11-114H20.1		1
ENSG00000268682	MAGED4B	101340250	4
ENSG00000268682	MAGED4B	100124541	4
ENSG00000268682	MAGED4B	728239	4
ENSG00000268682	MAGED4B	81557	4
ENSG00000267972	DGKK	139189	1
ENSG00000268023	CBX1P1		1
ENSG00000268042	RP11-357C3.3	92249	2
ENSG00000268762	SPIN4	139886	1
ENSG00000268755	SPIN4-AS1		1
ENSG00000268229	ARHGEF9	23229	1
ENSG00000268443	ARHGEF9-IT1		1
ENSG00000267975	BTF3P8		1
ENSG00000269724	MIR1468	100302115	1
ENSG00000268498	HDAC8	55869	1
ENSG00000268304	RNU2-68P		1
ENSG00000268579	PHKA1	5255	1
ENSG00000268086	RP1-172N19.3		1
ENSG00000269878	PHKA1-AS1	101928259	1
ENSG00000269689	U3		1
ENSG00000268356	RP1-172N19.4		1
ENSG00000269245	RNU1-112P		1
ENSG00000268159	DMRTC1B	728656	1
ENSG00000268159	DMRTC1B	63947	1
ENSG00000270004	FAM226A	653687	1
ENSG00000270004	FAM226A	203429	1
ENSG00000268994	RP1-172N19.1	100129407	1
ENSG00000268143	RP11-69A21.2		1
ENSG00000268369	SNORA11E	101340250	1
ENSG00000268369	SNORA11E	100124541	1
ENSG00000269401	RP11-493K23.1		2
ENSG00000269076	XAGE2B	101060193	1
ENSG00000269076	XAGE2B	728242	1
ENSG00000269076	XAGE2B	9502	1
ENSG00000268347	CTD-2267G17.2		1
ENSG00000268572	RP11-204I15.1		1
ENSG00000267891	PABPC1L2B	645974	1
ENSG00000267891	PABPC1L2B	340529	1
ENSG00000268905	RBM22P10		1
ENSG00000269805	XAGE1A	653220	1
ENSG00000269805	XAGE1A	653219	1
ENSG00000269805	XAGE1A	653067	1
ENSG00000269805	XAGE1A	653048	1
ENSG00000269805	XAGE1A	9503	1
ENSG00000269502	DMRTC1	728656	1
ENSG00000269502	DMRTC1	63947	1
ENSG00000268934	RBM22P7		1
ENSG00000262401	XAGE1B	653220	3
ENSG00000262401	XAGE1B	653219	3
ENSG00000262401	XAGE1B	653067	3
ENSG00000262401	XAGE1B	653048	3
ENSG00000262401	XAGE1B	9503	3
ENSG00000268071	RBM22P6		1
ENSG00000268054	RP13-34L8.7		1
ENSG00000268776	RP13-34L8.8		1
ENSG00000269726	RP11-552J9.1		1
ENSG00000269530	SSXP4		1
ENSG00000269544	SSXP1		2
ENSG00000269780	RP11-552J9.6		1
ENSG00000267833	SSX8	280659	1
ENSG00000267995	SSX7	280658	1
ENSG00000268448	RP11-552J9.9		1
ENSG00000269252	RNA5SP504		1
ENSG00000268534	SSXP5		1
ENSG00000268775	RP11-552J9.11		1
ENSG00000267864	SSX2	727837	1
ENSG00000267864	SSX2	6757	1
ENSG00000268114	RP11-552J9.15		1
ENSG00000269868	RP11-552J9.14		2
ENSG00000269281	RP13-77O11.7		1
ENSG00000268494	RP13-77O11.8		1
ENSG00000268792	SPANXN5	494197	1
ENSG00000269128	RP13-77O11.12		1
ENSG00000269249	XAGE5	170627	1
ENSG00000268247	RP13-77O11.11		1
ENSG00000269819	EIF4A2P4		1
ENSG00000269052	XAGE3	170626	1
ENSG00000268476	GPR173	54328	1
ENSG00000270278	RP1-290F12.3		1
ENSG00000268269	TSPYL2	64061	1
ENSG00000269762	RP11-236P24.3		1
ENSG00000268406	LINC01155		2
ENSG00000269239	RP11-236P24.1		1
ENSG00000269098	RNU7-37P		1
ENSG00000272242	ACTG1P10		1
ENSG00000269643	AL139396.2		1
ENSG00000267944	RP11-258C19.4		2
ENSG00000271073	RP11-258C19.7		1
ENSG00000269816	KDM5C	8242	1
ENSG00000269462	KDM5C-IT1		1
ENSG00000268372	IQSEC2	23096	1
ENSG00000269164	RP6-29D12.4		1
ENSG00000269734	Y_RNA		1
ENSG00000269024	RP6-29D12.3		1
ENSG00000269844	RP6-29D12.2		1
ENSG00000269384	SMC1A	8243	2
ENSG00000269265	RIBC1	158787	1
ENSG00000268188	HSD17B10	3028	1
ENSG00000268435	RP3-339A18.6		1
ENSG00000268780	RP3-339A18.3		1
ENSG00000268244	VTRNA3-1P		1
ENSG00000269233	AC233728.1		1
ENSG00000269370	MIR98	407054	1
ENSG00000268251	MIRLET7F2	406889	1
ENSG00000269004	RP11-272G22.1		1
ENSG00000268319	RP11-272G22.2		1
ENSG00000268692	RP11-272G22.3		1
ENSG00000268726	RP13-444K19.1		1
ENSG00000267897	RNA5SP505		1
ENSG00000268312	PHF8	23133	1
ENSG00000269160	U3		1
ENSG00000268158	FAM120C	54954	1
ENSG00000268270	RP11-161N3.3		1
ENSG00000269511	WNK3	65267	1
ENSG00000268806	RPL7AP71		1
ENSG00000269143	RNU6-434P		1
ENSG00000269710	AC245177.1	728239	2
ENSG00000269710	AC245177.1	81557	2
ENSG00000272246	AC245177.2		1
ENSG00000268447	SSX2	727837	1
ENSG00000268447	SSX2	6757	1
ENSG00000268134	FAM156A	727866	3
ENSG00000268134	FAM156A	29057	3
ENSG00000268350	FAM156A	727866	3
ENSG00000268350	FAM156A	29057	3
ENSG00000268980	HUWE1	10075	1
ENSG00000268918	RP5-1170D6.1		1
ENSG00000269674	RP5-964N17.1		2
ENSG00000271703	QTRT1P1		1
ENSG00000268305	U3		1
ENSG00000269756	RNU1-57P		1
ENSG00000269508	RN7SL93P		1
ENSG00000268911	SNORD30		1
ENSG00000269229	RNU6-934P		1
ENSG00000267832	NANOGNBP3		3
ENSG00000268820	RPL21P132		1
ENSG00000268249	TIMM8A	1678	1
ENSG00000268897	BTK	695	1
ENSG00000269315	RPL36A	100529097	3
ENSG00000269315	RPL36A	6173	3
ENSG00000269719	RPL36A-HNRNPH2		1
ENSG00000268815	GLA	2717	2
ENSG00000268642	HNRNPH2	100529097	1
ENSG00000268642	HNRNPH2	3188	1
ENSG00000268722	ARMCX4	100131755	1
ENSG00000268415	AL035422.2		1
ENSG00000267817	RP1-164F3.8		2
ENSG00000268633	RP3-514P16.1		2
ENSG00000269801	ARMCX1	51309	1
ENSG00000268935	RP4-545K15.3		2
ENSG00000268213	ARMCX6	54470	1
ENSG00000269173	ARMCX3	51566	1
ENSG00000268497	ARMCX3-AS1		1
ENSG00000267853	RP4-545K15.5		1
ENSG00000268377	TCEAL6	158931	1
ENSG00000269258	RNU6-30P	100873747	1
ENSG00000269503	BEX5	340542	1
ENSG00000269817	TCP11X3P		1
ENSG00000268294	RP11-353J17.3		1
ENSG00000268368	TMSB15A	286527	1
ENSG00000268368	TMSB15A	11013	1
ENSG00000268235	AC234791.1	100996631	2
ENSG00000268151	ARMCX2	9823	1
ENSG00000268198	GHc-602D8.2		2
ENSG00000269405	NXF2	728343	2
ENSG00000269405	NXF2	56001	2
ENSG00000269341	RNU6-587P		1
ENSG00000269437	NXF2	728343	2
ENSG00000269437	NXF2	56001	2
ENSG00000267866	RP3-481A17.1		1
ENSG00000269056	PBDC1	51260	1
ENSG00000268029	TCP11X2	100996648	2
ENSG00000268029	TCP11X2	100996631	2
ENSG00000268539	RP11-322A17.1		1
ENSG00000269204	RNU6-867P		1
ENSG00000268019	LDHBP2		1
ENSG00000269654	MAGEE1	57692	1
ENSG00000269593	RNA5SP508		1
ENSG00000267862	RP1-279N11.1		2
ENSG00000269677	MIR325	442899	1
ENSG00000269616	RNA5SP509		1
ENSG00000268005	BX682235.1		2
ENSG00000268558	RP11-370B6.1		2
ENSG00000269822	LL0XNC01-116E7.1		2
ENSG00000269065	LL0XNC01-116E7.4		2
ENSG00000269625	DPPA3P1		2
ENSG00000267820	LL0XNC01-240C2.1		1
ENSG00000268381	H2BFWT	158983	1
ENSG00000269512	IL1RAPL2	26280	2
ENSG00000268629	TEX13A	56157	2
ENSG00000269685	H2BFM	286436	1
ENSG00000268176	ZCCHC18	644353	3
ENSG00000268570	FAM199X	139231	1
ENSG00000268259	ESX1	80712	1
ENSG00000268574	PABPC1L2A	645974	1
ENSG00000268574	PABPC1L2A	340529	1
ENSG00000268881	RP11-493K23.4		1
ENSG00000268035	NAP1L6		1
ENSG00000268667	TMSB15B	286527	3
ENSG00000268667	TMSB15B	11013	3
ENSG00000269226	TMSB15B	286527	3
ENSG00000269226	TMSB15B	11013	3
ENSG00000269518	AC234783.1		1
ENSG00000269743	SLC25A53	401612	1
ENSG00000269092	CTD-2230M5.1		1
ENSG00000271556	CTD-2230M5.3		1
ENSG00000268796	SSU72P1		2
ENSG00000269075	HTR2C	3358	1
ENSG00000269461	RPL36AP53		1
ENSG00000269368	SNORA35	677816	1
ENSG00000268634	AC233299.1		1
ENSG00000269740	MIR764	100313838	1
ENSG00000268450	MIR1912	100302144	1
ENSG00000268137	MIR1298	100302153	1
ENSG00000269213	MIR1911	100302222	1
ENSG00000268607	HSPA8P7		2
ENSG00000268661	MIR448	554212	1
ENSG00000271212	RP11-810O3.2		1
ENSG00000268456	IL13RA2	3598	1
ENSG00000268131	RNU6-648P		1
ENSG00000268045	RP6-204F4.2		1
ENSG00000268715	YAP1P2		1
ENSG00000268417	LRCH2	57631	1
ENSG00000269023	SNORA35		1
ENSG00000268180	Y_RNA		1
ENSG00000269572	RBMXL3	139804	1
ENSG00000268014	RPL36P18		1
ENSG00000267900	LUZP4	51213	1
ENSG00000271069	RP5-878I13.2		1
ENSG00000272184	RP1-93I3.1	101927352	1
ENSG00000268145	SNORA64		1
ENSG00000268767	PLS3	5358	3
ENSG00000271132	RP1-241P17.7		1
ENSG00000268727	ASS1P5		1
ENSG00000271915	EEF1GP5		1
ENSG00000269247	GS1-256O22.5		1
ENSG00000269299	PGBD4P6		1
ENSG00000267967	MTND1P33		1
ENSG00000269864	RP5-1189K21.2		1
ENSG00000267851	AC239395.1		1
ENSG00000268490	SPANXN3	139067	1
ENSG00000268526	HNRNPH1P2		2
ENSG00000269268	RP3-526F5.2		1
ENSG00000269569	RP11-29O6.2		1
ENSG00000268718	RP1-169P22.2		2
ENSG00000267921	RRM2P4		1
ENSG00000269158	SLITRK4	139065	1
ENSG00000268988	SPANXN2	494119	1
ENSG00000268363	RP11-232D9.2		2
ENSG00000268703	RP11-232D9.4		1
ENSG00000269070	RP11-232D9.3		1
ENSG00000269080	RP11-232D9.1		1
ENSG00000268770	RP1-241P17.1		1
ENSG00000267996	RP11-761E20.1		2
ENSG00000268127	RN7SL712P		1
ENSG00000269183	AKR1B1P8		1
ENSG00000268389	API5P1		1
ENSG00000269602	AGTR2	186	1
ENSG00000269582	RNU6-154P		1
ENSG00000269010	CT83	203413	1
ENSG00000268104	SLC6A14	11254	1
ENSG00000252830	RNA5SP59		2
ENSG00000264145	DRD5P2		1
ENSG00000265030	RP11-763B22.6		1
ENSG00000270758	AC239859.1		1
ENSG00000263534	RP11-744H18.1		1
ENSG00000266797	NBPF23		1
ENSG00000268559	RP11-85L21.4	101805489	2
ENSG00000268559	RP11-85L21.4	100287728	2
