Gene ID	Associated Gene Name	EntrezGene ID	Version (gene)
ENSG00000201355	RNA5S14	100169756	1
ENSG00000201355	RNA5S14	100169757	1
ENSG00000201355	RNA5S14	100169755	1
ENSG00000201355	RNA5S14	100169754	1
ENSG00000201355	RNA5S14	100169753	1
ENSG00000201355	RNA5S14	100169751	1
ENSG00000272994	RP11-332H14.2		1
ENSG00000235143	RP1-65J11.5	400748	1
ENSG00000229093	OR51AB1P		1
ENSG00000231332	OOEP-AS1		2
ENSG00000200831	SNORD36B		1
ENSG00000260593	RP11-432I5.2		1
ENSG00000270892	AC006077.4		1
ENSG00000254795	OR5AP1P		1
ENSG00000248962	CTD-2287N17.1		1
ENSG00000235174	RPL39P3		1
ENSG00000230847	RP11-195E2.1		4
ENSG00000272502	RP11-713M15.2		1
ENSG00000201925	RNA5S15	100169768	1
ENSG00000201925	RNA5S15	100169767	1
ENSG00000201925	RNA5S15	100169766	1
ENSG00000201925	RNA5S15	100169765	1
ENSG00000201925	RNA5S15	100169763	1
ENSG00000201925	RNA5S15	100169764	1
ENSG00000201925	RNA5S15	100169762	1
ENSG00000201925	RNA5S15	100169761	1
ENSG00000201925	RNA5S15	100169759	1
ENSG00000201925	RNA5S15	100169758	1
ENSG00000201925	RNA5S15	100169756	1
ENSG00000201925	RNA5S15	100169757	1
ENSG00000201925	RNA5S15	100169755	1
ENSG00000201925	RNA5S15	100169754	1
ENSG00000201925	RNA5S15	100169753	1
ENSG00000201925	RNA5S15	100169751	1
ENSG00000260185	RP11-432I5.6		1
ENSG00000207395	Y_RNA		1
ENSG00000217495	RP1-95L4.2		2
ENSG00000200154	SNORD103A	692235	1
ENSG00000200154	SNORD103A	692234	1
ENSG00000249558	RCC2P4		1
ENSG00000238273	AC012360.6		3
ENSG00000229281	GPR53P		1
ENSG00000259191	RP11-253M7.3		2
ENSG00000263546	AP002517.1		1
ENSG00000199301	RNU6-208P		1
ENSG00000202257	RNA5S16	100169768	1
ENSG00000202257	RNA5S16	100169767	1
ENSG00000202257	RNA5S16	100169766	1
ENSG00000202257	RNA5S16	100169765	1
ENSG00000202257	RNA5S16	100169763	1
ENSG00000202257	RNA5S16	100169764	1
ENSG00000202257	RNA5S16	100169762	1
ENSG00000202257	RNA5S16	100169761	1
ENSG00000202257	RNA5S16	100169759	1
ENSG00000202257	RNA5S16	100169758	1
ENSG00000202257	RNA5S16	100169756	1
ENSG00000202257	RNA5S16	100169757	1
ENSG00000202257	RNA5S16	100169755	1
ENSG00000202257	RNA5S16	100169754	1
ENSG00000202257	RNA5S16	100169753	1
ENSG00000202257	RNA5S16	100169751	1
ENSG00000202107	SNORD103B	692235	1
ENSG00000202107	SNORD103B	692234	1
ENSG00000225428	AC108479.1		1
ENSG00000253619	RP11-369K17.1		1
ENSG00000224786	CETN4P		1
ENSG00000262951	RP11-670E13.2		1
ENSG00000237988	OR2I1P		2
ENSG00000263666	SNORA70D	100379141	1
ENSG00000232511	OR2AH1P		3
ENSG00000249994	CTD-2383I20.1		1
ENSG00000224221	RPS6P8		1
ENSG00000167459	LINC00905	148231	12
ENSG00000200181	SNORD85	692200	1
ENSG00000252093	AC011626.1		1
ENSG00000115274	INO80B	83444	10
ENSG00000261513	RP11-432I5.8		1
ENSG00000200370	RNA5S17	100169768	1
ENSG00000200370	RNA5S17	100169767	1
ENSG00000200370	RNA5S17	100169766	1
ENSG00000200370	RNA5S17	100169765	1
ENSG00000200370	RNA5S17	100169763	1
ENSG00000200370	RNA5S17	100169764	1
ENSG00000200370	RNA5S17	100169762	1
ENSG00000200370	RNA5S17	100169761	1
ENSG00000200370	RNA5S17	100169759	1
ENSG00000200370	RNA5S17	100169758	1
ENSG00000200370	RNA5S17	100169756	1
ENSG00000200370	RNA5S17	100169757	1
ENSG00000200370	RNA5S17	100169755	1
ENSG00000200370	RNA5S17	100169754	1
ENSG00000200370	RNA5S17	100169753	1
ENSG00000200370	RNA5S17	100169751	1
ENSG00000212556	Y_RNA		1
ENSG00000271219	RP11-369K17.2		1
ENSG00000237329	RP11-201O14.1		2
ENSG00000167355	AC104389.28	282763	3
ENSG00000199744	SNORD36A	26815	1
ENSG00000244921	CTB-36O1.7		2
ENSG00000243016	RP11-305F5.2		1
ENSG00000200250	RNU6-1147P		1
ENSG00000260612	RP11-432I5.4		1
ENSG00000232173	OR2H5P		2
ENSG00000207119	U3		1
ENSG00000221644	AC027238.1		1
ENSG00000221255	RNU6ATAC37P		1
ENSG00000259454	WBP1LP5		1
ENSG00000212469	RNU6-1158P		1
ENSG00000236682	AC068282.3		1
ENSG00000212237	RNA5SP18		1
ENSG00000238041	RP11-59K5.1		3
ENSG00000259215	RP11-253M7.4		1
ENSG00000250921	CTD-2008N3.1		1
ENSG00000239872	RPL35AP19		1
ENSG00000114115	RBP1	5947	5
ENSG00000262408	RP11-670E13.3	246754	1
ENSG00000183929	DUSP5P1	574029	6
ENSG00000232768	RP11-201O14.2		1
ENSG00000249119	MTND6P4		1
ENSG00000207619	MIR585	693170	1
ENSG00000262112	RP11-670E13.5		1
ENSG00000238464	snoU13		1
ENSG00000259646	AC140725.7		1
ENSG00000224501	HSPA1B	3304	4
ENSG00000224501	HSPA1B	3303	4
ENSG00000119912	IDE	3416	11
ENSG00000252542	SNORD36C	26813	1
ENSG00000105427	CNFN	84518	5
ENSG00000266346	AC019205.2		1
ENSG00000205339	IPO7	10527	5
ENSG00000264075	MIR4783	100616187	1
ENSG00000254953	RP11-100N3.2		1
ENSG00000265238	MIR3614	100500827	1
ENSG00000103710	RASL12	51285	6
ENSG00000227609	TMEM183AP1		2
ENSG00000216001	MIR450B	100126302	1
ENSG00000216642	RP1-95L4.3		1
ENSG00000235495	AC010987.5		1
ENSG00000263525	AC022909.1		1
ENSG00000244083	RP11-170N16.1		1
ENSG00000201288	RNU6-1047P		1
ENSG00000177504	VCX2	51480	9
ENSG00000177504	VCX2	26609	9
ENSG00000207023	RNU6-975P		1
ENSG00000262298	RP5-1107A17.3		1
ENSG00000206614	RNU6-477P		1
ENSG00000215900	SEPW1P		4
ENSG00000183909	OR4G2P		5
ENSG00000199132	MIR450A1	554214	1
ENSG00000264609	AL603910.1		1
ENSG00000237013	AC010987.6		1
ENSG00000235522	AC009505.2		2
ENSG00000253321	RP11-61G23.2		1
ENSG00000253069	AC021205.1		1
ENSG00000206878	SNORA51		1
ENSG00000253269	CTB-37A13.1		1
ENSG00000271986	Metazoa_SRP		1
ENSG00000181325	OR9G3P		6
ENSG00000248690	HAS2-AS1	594842	2
ENSG00000207755	MIR450A2	574505	1
ENSG00000262623	RP5-1107A17.2		1
ENSG00000240775	RP11-170N16.2		1
ENSG00000261018	LL09NC01-254D11.1		1
ENSG00000239620	RP11-88I21.1		1
ENSG00000230515	AC092580.3		1
ENSG00000223821	RP11-505P4.6		1
ENSG00000234975	FTH1P2		5
ENSG00000200662	Y_RNA		1
ENSG00000245750	RP11-279F6.1	145837	3
ENSG00000201330	SNORD32B	692092	1
ENSG00000144559	TAMM41	132001	6
ENSG00000273007	RP11-170N16.3		1
ENSG00000207784	MIR542	664617	1
ENSG00000248893	FAM138E	100124412	3
ENSG00000244215	RP11-88I21.2	101927123	1
ENSG00000252264	RNU7-153P		1
ENSG00000233205	AC108479.2		1
ENSG00000248923	MTND5P11		1
ENSG00000238451	snoU13		1
ENSG00000231301	RPL13AP		1
ENSG00000229862	RP11-505P4.7		1
ENSG00000231731	AC010976.2		3
ENSG00000233071	RP4-635G19.1		3
ENSG00000208317	SNORD78	692198	1
ENSG00000251634	RP11-1280N14.3		2
ENSG00000225142	RP11-490K7.1		2
ENSG00000258035	RP11-74K11.2		1
ENSG00000228736	RGL2	5863	5
ENSG00000111615	KRR1	11103	8
ENSG00000263120	RP5-1107A17.4		1
ENSG00000252231	RNA5SP67		1
ENSG00000216154	AC109357.1		1
ENSG00000217648	RP1-95L4.4		1
ENSG00000247627	MTND4P12		2
ENSG00000254825	OR9G2P		1
ENSG00000271475	RP4-799G3.1		1
ENSG00000223749	MIR503HG	494336	3
ENSG00000223749	MIR503HG	84848	3
ENSG00000272566	RP11-462G22.2		1
ENSG00000260763	RP11-445O3.3		1
ENSG00000200755	RNA5SP68		1
ENSG00000223967	RP11-505P4.5		1
ENSG00000265809	AC007114.1		1
ENSG00000271399	RP4-799G3.2		1
ENSG00000250322	CTB-51E13.1		2
ENSG00000235238	SUMO2P1		1
ENSG00000229840	ISCA1P2		2
ENSG00000258172	RP11-1105G2.4		1
ENSG00000236535	RC3H1-IT1		1
ENSG00000223224	SNORD71	692111	1
ENSG00000218459	RPS27P15		1
ENSG00000261192	RNF126P1	376412	1
ENSG00000202215	RNU1-51P		1
ENSG00000206950	Y_RNA		1
ENSG00000270655	RP1-20N2.7		1
ENSG00000231289	RP11-782C8.6		1
ENSG00000267609	SNX33P1		2
ENSG00000198868	MIR4461	100616209	3
ENSG00000181296	OR5G1P		2
ENSG00000262140	RP11-417N10.3		1
ENSG00000252035	RNU6-397P		1
ENSG00000244391	RN7SL330P		2
ENSG00000174672	BRSK2	9024	11
ENSG00000225756	DBH-AS1	138948	1
ENSG00000228694	MTND4P18		1
ENSG00000249125	RP11-381N20.2		1
ENSG00000224977	RP11-160H22.3		1
ENSG00000235968	AC079112.1		1
ENSG00000231652	RP11-553A21.3	101928489	2
ENSG00000245685	AF146191.4	728339	2
ENSG00000233916	ZDHHC20P1		1
ENSG00000213250	RBMS2P1		5
ENSG00000084674	APOB	338	9
ENSG00000260871	CTD-2373J6.1		1
ENSG00000263831	MIR378E	100616498	1
ENSG00000224692	LL0XNC01-177E8.2		1
ENSG00000235576	AC092580.4	101929531	1
ENSG00000229447	RP11-490K7.4		2
ENSG00000236975	RP5-1065P14.2		1
ENSG00000255485	OR5G4P		1
ENSG00000223735	OR51B3P		1
ENSG00000255385	RP11-313I2.2		1
ENSG00000234162	AC009505.4		1
ENSG00000251526	RP11-381N20.1		1
ENSG00000218896	TUBB8P2		1
ENSG00000267450	OR1AB1P		1
ENSG00000229420	RP11-782C8.7		1
ENSG00000254209	RP11-3G20.1		1
ENSG00000236259	AC017083.2		1
ENSG00000253219	KRT18P41		1
ENSG00000225713	RPL30P1		4
ENSG00000225864	HCG4P11		1
ENSG00000261765	RP11-498D10.3		1
ENSG00000234654	RP11-782C8.8		1
ENSG00000257400	RP11-778J16.3		1
ENSG00000233920	RP5-1061H20.5		1
ENSG00000223203	RNA5SP221		1
ENSG00000255486	RP11-313I2.13		1
ENSG00000253900	CDH12P4		1
ENSG00000163257	DCAF16	54876	6
ENSG00000248478	RP11-3G20.2		2
ENSG00000248973	RP11-445O3.2		1
ENSG00000237002	SNORA40		2
ENSG00000244091	RN7SL483P		1
ENSG00000261337	RP11-498D10.5		1
ENSG00000267517	CTD-2231E14.4		1
ENSG00000205642	VCX3B	425054	5
ENSG00000238979	snoU13		1
ENSG00000217268	TXNP7		1
ENSG00000263963	MIR4461	100616209	1
ENSG00000177788	RP5-1061H20.4		5
ENSG00000225010	RP11-435B5.1		1
ENSG00000258357	RP11-778J16.2		1
ENSG00000249464	LINC01091	285419	1
ENSG00000214922	HLA-F-AS1	285830	5
ENSG00000254018	RP11-785H20.1		1
ENSG00000256225	AL590710.1		1
ENSG00000205025	OR5G5P		6
ENSG00000225397	RP11-552J9.13		1
ENSG00000273275	RP11-474G23.2		1
ENSG00000229036	RP1-20N2.6		3
ENSG00000229644	NAMPTL		4
ENSG00000249192	CTB-36O1.3		1
ENSG00000172732	MUS81	80198	7
ENSG00000267373	CTD-2231E14.5		1
ENSG00000236349	SUCLG2P2		1
ENSG00000112079	STK38	11329	8
ENSG00000236359	OR51B8P		1
ENSG00000254303	RP11-398G24.2		1
ENSG00000259553	MIR1302-11	100422919	2
ENSG00000259553	MIR1302-11	100422834	2
ENSG00000259553	MIR1302-11	100422831	2
ENSG00000259553	MIR1302-11	100302278	2
ENSG00000231945	VARS	7407	4
ENSG00000266024	AF250324.1		1
ENSG00000229044	RP11-266K22.2		1
ENSG00000240524	RP5-1061H20.3		2
ENSG00000255540	RP11-313I2.5		1
ENSG00000232571	RP11-435B5.2		1
ENSG00000264016	CTC-297N7.9		2
ENSG00000249601	CTB-27N1.1		2
ENSG00000233339	AC018878.3		1
ENSG00000227373	RP11-160H22.5		1
ENSG00000269243	CTD-2231E14.8		1
ENSG00000250666	RP11-463J17.1	101930513	1
ENSG00000250666	RP11-463J17.1	101930031	1
ENSG00000229826	RP11-552J9.14		2
ENSG00000237481	RP4-803J11.2		1
ENSG00000253814	MRPS36P3		1
ENSG00000215630	GUSBP9		5
ENSG00000232979	AC092580.2		1
ENSG00000215899	RP11-439L8.2		3
ENSG00000252506	RNU6-180P		1
ENSG00000255364	RP11-94A24.1		1
ENSG00000263415	AC021760.1		1
ENSG00000222724	RNU2-63P		1
ENSG00000206981	RNU6-40P		1
ENSG00000213295	AC092106.2		3
ENSG00000223786	RP11-554D15.1	101928516	1
ENSG00000252051	RN7SKP276		1
ENSG00000266099	MIR5700	100847031	1
ENSG00000255365	RP11-776K3.1		1
ENSG00000207271	Y_RNA		1
ENSG00000249462	MLLT10P2		1
ENSG00000228682	RP11-439L8.3	149086	2
ENSG00000255325	RP11-96B2.1		2
ENSG00000230331	RP5-1068B5.1		1
ENSG00000238127	RP11-552J9.15		1
ENSG00000255647	AC093510.1		1
ENSG00000271307	AF146191.8		1
ENSG00000238176	RP11-322I2.1		1
ENSG00000267033	CTD-2562J15.4		1
ENSG00000199127	MIR383	494332	1
ENSG00000223907	RP11-439L8.4	284551	1
ENSG00000223373	AC108066.1		1
ENSG00000257847	LSM3P2		1
ENSG00000234376	UBTFL2		3
ENSG00000241847	VDAC1P8		2
ENSG00000255433	AP000479.1	101927120	1
ENSG00000233313	HMGA1P5		2
ENSG00000230087	AC104389.31		1
ENSG00000253819	LINC01151		1
ENSG00000107821	KAZALD1	81621	10
ENSG00000255076	CTD-2023J5.1		2
ENSG00000235106	LINC00094	266655	4
ENSG00000229167	RP11-73M7.1		1
ENSG00000238872	snoU13		1
ENSG00000159592	GPBP1L1	60313	6
ENSG00000266354	MIR4776-2	100616472	1
ENSG00000266354	MIR4776-2	100616267	1
ENSG00000231291	RP11-445O3.1		3
ENSG00000226710	C6orf48	50854	5
ENSG00000267275	CTD-2562J15.6		1
ENSG00000217178	RP11-9G10.1		1
ENSG00000266125	AL022400.1		1
ENSG00000233533	MKNK2P1		1
ENSG00000237905	HCG4	54435	1
ENSG00000238901	snoU13		1
ENSG00000216306	KRT19P2	574449	3
ENSG00000216306	KRT19P2	160313	3
ENSG00000254971	RP11-313I2.11		1
ENSG00000270659	RP11-105N14.1		1
ENSG00000238049	LL0XNC01-105G4.3		2
ENSG00000237317	RP4-809F4.1		2
ENSG00000270087	RP11-399K21.11	101929189	1
ENSG00000181282	OR5AK3P		3
ENSG00000189127	ANKRD34B	340120	3
ENSG00000202429	RNU4-48P		1
ENSG00000235740	RP11-436I24.1	285740	1
ENSG00000259457	RP11-279F6.2		1
ENSG00000236248	AC104389.32		1
ENSG00000272243	RP11-554D15.3		1
ENSG00000263443	RP11-973F15.2		1
ENSG00000239257	RPL23AP1		1
ENSG00000242569	RP11-435B5.3		3
ENSG00000272789	RP11-286H15.1		1
ENSG00000226920	RP5-1068B5.3		1
ENSG00000249368	RP11-782K4.1		1
ENSG00000255170	RP11-313I2.6		2
ENSG00000223828	BANF1P4		1
ENSG00000249082	CTC-276P9.1	101927953	1
ENSG00000236193	RP11-105N14.3		3
ENSG00000236518	RP13-77O11.7		1
ENSG00000251297	TUBB7P		1
ENSG00000079435	LIPE	3991	5
ENSG00000255083	OR5AK1P		1
ENSG00000225355	ARL6IP1P2		1
ENSG00000235165	AC016405.1		2
ENSG00000232622	RP11-484D4.3		1
ENSG00000223635	RP4-613A2.1		1
ENSG00000250274	CTB-114C7.4		1
ENSG00000243745	RN7SL844P		2
ENSG00000270890	RP3-468K18.6		1
ENSG00000273340	MICE		1
ENSG00000204456	RP11-313I2.10		4
ENSG00000120279	MYCT1	80177	6
ENSG00000206796	RNU6-811P		1
ENSG00000259641	RP11-279F6.3		1
ENSG00000272519	RP11-105N14.2		1
ENSG00000273228	OR5BQ1P		1
ENSG00000236357	EI24P1		1
ENSG00000240418	CTD-2013N17.1		1
ENSG00000231378	NDUFAF4P4		1
ENSG00000199672	RNU4-21P		1
ENSG00000248424	OR51K1P		1
ENSG00000226867	RP13-77O11.8		1
ENSG00000218483	RP11-554D15.2		1
ENSG00000217231	RP3-340H11.2		2
ENSG00000265003	MIR4780	100616447	1
ENSG00000198561	CTNND1	1500	8
ENSG00000234918	RP11-20F24.2		1
ENSG00000234438	KBTBD13	390594	2
ENSG00000201470	RNY4P7		1
ENSG00000223428	RP11-399K21.5		1
ENSG00000201492	RNA5SP78		1
ENSG00000235790	RP11-73M7.6		3
ENSG00000224196	OR5AK4P		1
ENSG00000226655	AC096732.2		1
ENSG00000196096	AC079610.2		3
ENSG00000200390	Y_RNA		1
ENSG00000234405	LL0XNC01-250H12.3		1
ENSG00000224061	AC092106.1		1
ENSG00000229367	HMGN2P19		1
ENSG00000260638	HLA-P		1
ENSG00000272384	RP11-44N11.2		1
ENSG00000265734	MIR4438	100616375	1
ENSG00000160606	TLCD1	116238	6
ENSG00000228489	RPL21P50		1
ENSG00000236797	SPA17P1		1
ENSG00000235172	CTB-114C7.3	257358	3
ENSG00000272676	OR5AO1P		1
ENSG00000224583	RP11-554D15.4		1
ENSG00000266568	AL049610.1		1
ENSG00000202012	RNY4P15		1
ENSG00000256014	AL031390.1		1
ENSG00000229405	AC092580.1		1
ENSG00000237249	RP1-102G20.2		1
ENSG00000254751	TRIM64DP		2
ENSG00000223214	AC091559.1		1
ENSG00000213028	RP11-108F13.2		3
ENSG00000197585	AC107218.3		5
ENSG00000249514	CTD-2266L18.1		1
ENSG00000250458	RP11-107E21.1		2
ENSG00000272043	RP11-44N11.3		1
ENSG00000240800	ATP8A2P1		1
ENSG00000224031	TCEAL3-AS1		1
ENSG00000238870	AC009677.1		1
ENSG00000264884	AL590684.1		1
ENSG00000273255	OR5BP1P		1
ENSG00000229885	RP13-77O11.12		1
ENSG00000219297	MRPL42P3		1
ENSG00000215958	AC021818.1		1
ENSG00000253372	RP11-44N11.1		1
ENSG00000219736	RP11-560O20.1		1
ENSG00000225984	HMGB1P26		1
ENSG00000246922	UBAP1L	390595	4
ENSG00000254662	RP11-872D17.4		1
ENSG00000251899	AC104169.1		1
ENSG00000248423	RP11-235P11.1		1
ENSG00000137393	RNF144B	255488	8
ENSG00000259496	RP11-19J5.1		2
ENSG00000270081	RP5-935K16.1		1
ENSG00000223525	RABGAP1L-IT1		1
ENSG00000266110	MIR4423	100616481	1
ENSG00000213917	RPL5P8		2
ENSG00000238692	snoU13		1
ENSG00000202532	RNU6-395P		1
ENSG00000223254	Y_RNA		1
ENSG00000225793	RP1-234P15.4	100506804	2
ENSG00000259309	RP11-19J5.2		1
ENSG00000248753	CTC-276P9.2		1
ENSG00000180284	RP5-1055C14.6		5
ENSG00000266018	AP000781.1		1
ENSG00000235869	RP1-102G20.4		1
ENSG00000221542	AC016405.2		1
ENSG00000217027	TPT1P4		1
ENSG00000244563	AC006011.4		1
ENSG00000249890	RP11-813N20.2		1
ENSG00000250484	RP11-728C8.1		2
ENSG00000244402	RN7SL314P		2
ENSG00000223653	RP11-131L23.1		1
ENSG00000221619	AC012671.3		2
ENSG00000227043	RP11-286M16.1	101927504	1
ENSG00000252070	RNA5SP341		1
ENSG00000259631	RP11-557C18.4		1
ENSG00000230484	OR51A10P		2
ENSG00000248482	CTC-276P9.3		1
ENSG00000216115	AC017083.1		1
ENSG00000212930	RP11-414H23.2		3
ENSG00000222998	RN7SKP259		1
ENSG00000251371	CTD-2318H23.1		1
ENSG00000259703	LINC00593	414926	1
ENSG00000258597	SERPINA2P		1
ENSG00000253607	RP11-557C18.3		1
ENSG00000154065	ANKRD29	147463	12
ENSG00000255162	RP11-358N4.3		1
ENSG00000267703	CTD-2013N17.4		1
ENSG00000264078	RP11-73M7.9		1
ENSG00000273064	RP11-474G23.3		1
ENSG00000199572	RNA5SP174		1
ENSG00000239049	snoU13		1
ENSG00000255301	RP11-624G17.3		1
ENSG00000240106	RN7SL146P		2
ENSG00000237149	ZNF503-AS2		4
ENSG00000250483	PPM1AP1		1
ENSG00000227758	HCG9P5		1
ENSG00000256357	RP11-349I1.2		1
ENSG00000216475	RP1-91J24.1		1
ENSG00000251093	RP11-414H23.3		1
ENSG00000215549	AL138815.1		1
ENSG00000201145	RNA5SP175		1
ENSG00000199678	RNY4P5		1
ENSG00000230353	AC114755.2		4
ENSG00000221443	AC017083.3		1
ENSG00000225968	ELFN1	392617	4
ENSG00000266580	MIR4254	100423028	1
ENSG00000228058	RP11-552D4.1	101927532	1
ENSG00000264380	AL590113.1		1
ENSG00000250919	RP11-813N20.3		1
ENSG00000203489	HMGB1P39		3
ENSG00000269399	CTD-3222D19.7		1
ENSG00000197475	ADAM3A	1587	7
ENSG00000224807	DUX4L9	554045	5
ENSG00000253463	HMGB1P19		1
ENSG00000203395	AC015969.3	101927723	2
ENSG00000199290	Y_RNA		1
ENSG00000258805	ADIPOR1P2		1
ENSG00000109805	NCAPG	64151	5
ENSG00000272619	RP11-563K23.1	101928397	1
ENSG00000251995	Y_RNA		1
ENSG00000199459	Y_RNA		1
ENSG00000255285	RP11-358N4.5		1
ENSG00000185596	WASH3P		12
ENSG00000254545	RP11-84A19.3		1
ENSG00000235821	IFITM4P	340198	1
ENSG00000250053	RARRES2P4		1
ENSG00000253647	CTD-2270F17.1	101928033	1
ENSG00000249837	CTD-2325B11.1		1
ENSG00000268344	AL138815.2		1
ENSG00000273264	RP11-131L23.2		1
ENSG00000229531	RP1-102G20.5		1
ENSG00000240371	RPS4XP13		1
ENSG00000232533	AC093673.5		1
ENSG00000268309	CTD-3222D19.11		1
ENSG00000250946	RP11-358N4.6		2
ENSG00000203620	RP11-84A19.2		2
ENSG00000207965	MIR629	693214	1
ENSG00000224622	OR9R1P		1
ENSG00000253858	CTB-147C13.1		1
ENSG00000225311	RP1-91J24.3		1
ENSG00000272691	RP11-290M5.4		1
ENSG00000249647	CTC-349C3.2	340073	2
ENSG00000233113	RPL7AP7		3
ENSG00000231154	MORF4L2-AS1	340544	1
ENSG00000226506	AC007463.2		1
ENSG00000180730	SHISA2	387914	4
ENSG00000211525	BX323860.1		2
ENSG00000229462	AC127383.1		1
ENSG00000269085	CTD-3222D19.10		1
ENSG00000200216	RNU6-745P		1
ENSG00000272236	XXbac-BPG170G13.32		1
ENSG00000199934	SNORD81		1
ENSG00000265334	CTD-2349P21.11		1
ENSG00000248506	RP11-93I21.2		1
ENSG00000272667	RP11-395A13.2		1
ENSG00000269967	RP11-84A19.4		1
ENSG00000219409	RP11-106E7.1		2
ENSG00000227006	RP5-956O18.2		1
ENSG00000146469	VIP	7432	8
ENSG00000227423	OR10U1P		2
ENSG00000230285	RP11-290M5.2		1
ENSG00000232508	MRPL45P1		1
ENSG00000259252	AC011648.1		1
ENSG00000270896	XXbac-BPG170G13.31		1
ENSG00000221461	U3		1
ENSG00000269578	CTD-3222D19.5		1
ENSG00000237174	RP11-415D17.3		3
ENSG00000228634	RP4-534N18.2		1
ENSG00000204399	AC012306.2		3
ENSG00000226836	RP11-77B22.1		4
ENSG00000240813	RP11-963H4.2		2
ENSG00000269360	AC112693.2		1
ENSG00000205971	AC074389.6		1
ENSG00000253258	RP11-539E17.5		1
ENSG00000201620	RNA5SP51		1
ENSG00000252659	RNU6-1088P		1
ENSG00000268087	CTC-429P9.2		1
ENSG00000213451	OR6C69P		2
ENSG00000252552	RNU6-307P		1
ENSG00000229153	EPHA1-AS1	101929942	1
ENSG00000229153	EPHA1-AS1	285965	1
ENSG00000203325	RP11-277A4.4		3
ENSG00000253591	CTC-265N9.1		1
ENSG00000229505	RP4-682E18.1		1
ENSG00000259503	RP11-543G18.1		1
ENSG00000269427	CTC-429P9.1		1
ENSG00000206659	Y_RNA		1
ENSG00000212190	RNU6-298P		1
ENSG00000253410	RP11-539E17.3		1
ENSG00000224257	VWC2L-IT1	100885780	1
ENSG00000181126	HLA-V		9
ENSG00000214525	AC130709.1		4
ENSG00000217195	RP11-277I20.2		1
ENSG00000199643	RNU4-90P		1
ENSG00000224407	RP5-956O18.3		1
ENSG00000231349	RP11-444C12.1		2
ENSG00000181101	SDCCAG3P2		7
ENSG00000261971	RP11-473M20.7		2
ENSG00000263531	RP13-753N3.1		1
ENSG00000259473	RP11-96C21.1		1
ENSG00000250232	AF196779.12		1
ENSG00000252513	RNU1-128P		1
ENSG00000266203	MIR5585	100847018	1
ENSG00000220739	RP11-277I20.3		2
ENSG00000166013	TRIM53BP		11
ENSG00000254602	AP000662.4		1
ENSG00000185044	RP11-435B5.4	101927648	10
ENSG00000233939	AC114755.4		1
ENSG00000203257	AL691479.1		1
ENSG00000249521	CTD-2161F6.3	101929153	1
ENSG00000011201	KAL1	3730	6
ENSG00000230113	AC091177.1		1
ENSG00000259227	RP11-64K10.1		2
ENSG00000205331	OR6C72P		4
ENSG00000250135	RP4-622L5.2		1
ENSG00000239881	RPS27P25		1
ENSG00000269044	CTC-429P9.3		1
ENSG00000177261	ENSAP3		7
ENSG00000214273	AGGF1P1		4
ENSG00000148513	ANKRD30A	91074	13
ENSG00000230687	RP5-1114G22.2		1
ENSG00000221796	AL356739.1		1
ENSG00000259532	RP11-138H8.2		1
ENSG00000101222	SPEF1	25876	8
ENSG00000221332	U3		1
ENSG00000221392	Z73964.1		1
ENSG00000227513	AC114755.3		1
ENSG00000204949	FAM83A-AS1	100131726	4
ENSG00000232964	RP11-543E8.1	101927553	2
ENSG00000266274	RN7SL138P		1
ENSG00000224295	AC087380.14		2
ENSG00000234044	AC108059.1		1
ENSG00000263533	MIR4463	100616389	1
ENSG00000222419	RNA5SP511		1
ENSG00000201119	RNU1-33P		1
ENSG00000265743	RP11-848P1.3		1
ENSG00000233946	RP5-1114G22.1		2
ENSG00000249003	CLUHP4		1
ENSG00000155849	ELMO1	9844	11
ENSG00000234066	TAS2R62P		1
ENSG00000224466	RP4-651E10.3		1
ENSG00000235817	RP11-543E8.2		2
ENSG00000234292	RP11-213H15.1	729040	3
ENSG00000238156	RP11-415D17.4	101928540	1
ENSG00000231787	RP11-370B6.1		4
ENSG00000267904	CTC-429P9.5		1
ENSG00000229682	AC114755.5		1
ENSG00000217612	RP1-28C20.1		2
ENSG00000259624	RP11-138H8.3		1
ENSG00000229267	AC072062.1		2
ENSG00000224066	RP4-622L5.7		1
ENSG00000248311	CTD-2161F6.2		1
ENSG00000247763	RP11-447H19.1		2
ENSG00000224964	TRAPPC2P3		1
ENSG00000236915	RP4-651E10.4		1
ENSG00000269419	CTD-2538G9.3		1
ENSG00000248565	TECRP2		2
ENSG00000198954	KIAA1279	26128	4
ENSG00000204455	TRIM51BP	399940	6
ENSG00000259452	RP11-138H8.4		2
ENSG00000171467	ZNF318	24149	11
ENSG00000224355	MICG		1
ENSG00000236853	OR2R1P		1
ENSG00000217680	RP11-415D17.1		1
ENSG00000230307	OR6C5P		1
ENSG00000248467	CTD-2161F6.1		1
ENSG00000260990	RP3-518E13.2		1
ENSG00000208009	MIR130A	406919	1
ENSG00000221407	U85056.4		1
ENSG00000266114	RP11-963H4.5		1
ENSG00000253029	RNU6-568P		1
ENSG00000253648	RP11-77B22.2		1
ENSG00000263004	RP11-166P13.3		1
ENSG00000258475	U85056.3		2
ENSG00000244137	RP11-99J16__A.2		1
ENSG00000213592	AP000662.9		4
ENSG00000270021	CTC-203F4.2		1
ENSG00000235665	LINC00298	339788	1
ENSG00000253348	MIR4454	100616234	1
ENSG00000221702	AL356270.1		2
