EntrezGene ID	RefSeq mRNA [e.g. NM_001195597]	RefSeq ncRNA [e.g. NR_002834]	Ensembl Gene ID
230157			ENSMUSG00000028347
230157			ENSMUSG00000028347
230157			ENSMUSG00000028347
230157	NM_021436		ENSMUSG00000028347
258555	NM_146562		ENSMUSG00000063842
67177	NM_026014		ENSMUSG00000006585
29807	NM_013861		ENSMUSG00000029735
29807			ENSMUSG00000029735
29807			ENSMUSG00000029735
29807			ENSMUSG00000029735
29807			ENSMUSG00000029735
258336	NM_146339		ENSMUSG00000051118
			ENSMUSG00000051606
		NR_029656	ENSMUSG00000097375
83771	NM_031872		ENSMUSG00000029072
18503			ENSMUSG00000037034
18503	NM_008780		ENSMUSG00000037034
18503			ENSMUSG00000037034
			ENSMUSG00000091460
76737	NM_029720		ENSMUSG00000023272
			ENSMUSG00000086889
258551	NM_146558		ENSMUSG00000050803
			ENSMUSG00000096252
			ENSMUSG00000069236
			ENSMUSG00000069236
75483	NM_001039049		ENSMUSG00000043319
668814	NM_001101609		ENSMUSG00000092109
			ENSMUSG00000084062
			ENSMUSG00000062582
17925	NM_001142322		ENSMUSG00000004677
17925	NM_001142323		ENSMUSG00000004677
17925	NM_015742		ENSMUSG00000004677
223775	NM_145478		ENSMUSG00000035828
21676			ENSMUSG00000055320
21676	NM_001166584		ENSMUSG00000055320
21676	NM_009346		ENSMUSG00000055320
21676			ENSMUSG00000055320
21676			ENSMUSG00000055320
21676			ENSMUSG00000055320
21676			ENSMUSG00000055320
21676			ENSMUSG00000055320
21676			ENSMUSG00000055320
21676			ENSMUSG00000055320
21676			ENSMUSG00000055320
21676			ENSMUSG00000055320
21676			ENSMUSG00000055320
21676	NM_001166585		ENSMUSG00000055320
103080	NM_001024910		ENSMUSG00000019917
103080	NM_001024911		ENSMUSG00000019917
			ENSMUSG00000093419
626870	NM_001037928		ENSMUSG00000040978
			ENSMUSG00000081828
			ENSMUSG00000085175
			ENSMUSG00000085175
69587	NM_172716		ENSMUSG00000033623
69587			ENSMUSG00000033623
69587			ENSMUSG00000033623
69587			ENSMUSG00000033623
69587			ENSMUSG00000033623
242316	NM_013526		ENSMUSG00000051279
231532	NM_029270		ENSMUSG00000057315
231532			ENSMUSG00000057315
231532			ENSMUSG00000057315
231532			ENSMUSG00000057315
231532			ENSMUSG00000057315
231532			ENSMUSG00000057315
231532			ENSMUSG00000057315
231532	NM_146161		ENSMUSG00000057315
67811	NM_026389		ENSMUSG00000001100
67811			ENSMUSG00000001100
67811			ENSMUSG00000001100
67811			ENSMUSG00000001100
67811			ENSMUSG00000001100
67811			ENSMUSG00000001100
			ENSMUSG00000093465
15288	NM_013551		ENSMUSG00000032126
15288	NM_001110251		ENSMUSG00000032126
			ENSMUSG00000082660
			ENSMUSG00000033731
			ENSMUSG00000033731
79554	NM_024472		ENSMUSG00000029073
79554			ENSMUSG00000029073
79554			ENSMUSG00000029073
79554			ENSMUSG00000029073
			ENSMUSG00000083112
			ENSMUSG00000086058
66797	NM_001004357		ENSMUSG00000039419
66797			ENSMUSG00000039419
66797	NM_025771		ENSMUSG00000039419
		NR_045932	ENSMUSG00000086327
		NR_045282	ENSMUSG00000072884
			ENSMUSG00000072884
14131			ENSMUSG00000059498
14131	NM_010188		ENSMUSG00000059498
14131			ENSMUSG00000059498
14131			ENSMUSG00000059498
210554	NM_153072		ENSMUSG00000076430
67157			ENSMUSG00000059482
67157			ENSMUSG00000059482
67157			ENSMUSG00000059482
67157			ENSMUSG00000059482
67157	NM_026005		ENSMUSG00000059482
			ENSMUSG00000082726
68817			ENSMUSG00000078515
212307			ENSMUSG00000024277
212307			ENSMUSG00000024277
212307			ENSMUSG00000024277
212307	NM_001162941		ENSMUSG00000024277
212307			ENSMUSG00000024277
212307	NM_153058		ENSMUSG00000024277
212307			ENSMUSG00000024277
212307			ENSMUSG00000024277
212307	NM_001162942		ENSMUSG00000024277
			ENSMUSG00000082419
66537	NM_025624		ENSMUSG00000029649
268301	NM_172939		ENSMUSG00000098188
257898	NM_001011748		ENSMUSG00000044454
70683	NM_175158		ENSMUSG00000004356
		NR_073523	ENSMUSG00000072621
		NR_073524	ENSMUSG00000072621
			ENSMUSG00000072621
258552	NM_146559		ENSMUSG00000044106
239273	NM_001033336		ENSMUSG00000032849
239273	NM_001163675		ENSMUSG00000032849
239273	NM_001163676		ENSMUSG00000032849
			ENSMUSG00000087465
			ENSMUSG00000082604
258550	NM_146557		ENSMUSG00000058491
			ENSMUSG00000085417
			ENSMUSG00000085417
		NR_033653	ENSMUSG00000092054
			ENSMUSG00000092054
		NR_033653	ENSMUSG00000092054
57251	NM_146904		ENSMUSG00000066899
22271	NM_009477		ENSMUSG00000020407
22271	NM_001159401		ENSMUSG00000020407
22271			ENSMUSG00000020407
22271			ENSMUSG00000020407
22271			ENSMUSG00000020407
22271			ENSMUSG00000020407
22271			ENSMUSG00000020407
22271			ENSMUSG00000020407
22271	NM_001159402		ENSMUSG00000020407
			ENSMUSG00000092560
21841			ENSMUSG00000071337
21841	NM_011585		ENSMUSG00000071337
21841			ENSMUSG00000071337
21841			ENSMUSG00000071337
21841			ENSMUSG00000071337
21841			ENSMUSG00000071337
21841	NM_001164078		ENSMUSG00000071337
21841	NM_001164079		ENSMUSG00000071337
21841			ENSMUSG00000071337
21841			ENSMUSG00000071337
21841			ENSMUSG00000071337
21841			ENSMUSG00000071337
21841			ENSMUSG00000071337
21841			ENSMUSG00000071337
21841			ENSMUSG00000071337
21841			ENSMUSG00000071337
21841			ENSMUSG00000071337
21841			ENSMUSG00000071337
21841			ENSMUSG00000071337
21841			ENSMUSG00000071337
21841			ENSMUSG00000071337
21841			ENSMUSG00000071337
21841			ENSMUSG00000071337
258905	NM_146903		ENSMUSG00000061457
100048629	NM_146903		ENSMUSG00000061457
			ENSMUSG00000055632
			ENSMUSG00000055632
			ENSMUSG00000055632
			ENSMUSG00000055632
			ENSMUSG00000055632
211666			ENSMUSG00000074604
211666			ENSMUSG00000074604
211666	NM_174995		ENSMUSG00000074604
211666			ENSMUSG00000074604
211666			ENSMUSG00000074604
211666			ENSMUSG00000074604
211666			ENSMUSG00000074604
211666			ENSMUSG00000074604
211666			ENSMUSG00000074604
78748	NM_175279		ENSMUSG00000098132
			ENSMUSG00000087107
		NR_015519	ENSMUSG00000087107
			ENSMUSG00000087107
258553	NM_146560		ENSMUSG00000066897
			ENSMUSG00000085110
69256	NM_027007		ENSMUSG00000024276
			ENSMUSG00000098167
			ENSMUSG00000090016
			ENSMUSG00000092278
50791	NM_001170746		ENSMUSG00000040003
50791	NM_015823		ENSMUSG00000040003
50791	NM_001170745		ENSMUSG00000040003
50791			ENSMUSG00000040003
			ENSMUSG00000086137
			ENSMUSG00000024274
			ENSMUSG00000082328
258822	NM_146825		ENSMUSG00000059623
239591			ENSMUSG00000022388
239591	NM_172818		ENSMUSG00000022388
239591			ENSMUSG00000022388
239591			ENSMUSG00000022388
			ENSMUSG00000086567
27360	NM_001277100		ENSMUSG00000025026
27360	NM_001164101		ENSMUSG00000025026
27360	NM_001164099		ENSMUSG00000025026
27360	NM_001164100		ENSMUSG00000025026
27360	NM_013758		ENSMUSG00000025026
		NR_033305	ENSMUSG00000092198
			ENSMUSG00000084949
			ENSMUSG00000081774
258554	NM_146561		ENSMUSG00000049028
			ENSMUSG00000086097
			ENSMUSG00000093516
22694	NM_011755		ENSMUSG00000063281
71706			ENSMUSG00000029650
71706	NM_027872		ENSMUSG00000029650
71706			ENSMUSG00000029650
71706			ENSMUSG00000029650
71732	NM_027889		ENSMUSG00000032127
			ENSMUSG00000092409
18315	NM_146563		ENSMUSG00000066896
			ENSMUSG00000083306
50753	NM_015791		ENSMUSG00000038206
50753			ENSMUSG00000038206
50753			ENSMUSG00000038206
320816			ENSMUSG00000047909
320816	NM_177268		ENSMUSG00000047909
320816			ENSMUSG00000047909
320816			ENSMUSG00000047909
320816			ENSMUSG00000047909
320816			ENSMUSG00000047909
320816			ENSMUSG00000047909
320816			ENSMUSG00000047909
320816			ENSMUSG00000047909
320816			ENSMUSG00000047909
320816			ENSMUSG00000047909
74098			ENSMUSG00000028608
74098			ENSMUSG00000028608
74098			ENSMUSG00000028608
74098			ENSMUSG00000028608
74098			ENSMUSG00000028608
74098			ENSMUSG00000028608
74098			ENSMUSG00000028608
74098	NM_028754		ENSMUSG00000028608
74098			ENSMUSG00000028608
74098			ENSMUSG00000028608
74098			ENSMUSG00000028608
74098			ENSMUSG00000028608
74098			ENSMUSG00000028608
74098			ENSMUSG00000028608
26965			ENSMUSG00000029686
26965			ENSMUSG00000029686
26965			ENSMUSG00000029686
26965			ENSMUSG00000029686
26965	NM_012042		ENSMUSG00000029686
26965			ENSMUSG00000029686
26965			ENSMUSG00000029686
26965			ENSMUSG00000029686
26965			ENSMUSG00000029686
26965			ENSMUSG00000029686
192192	NM_138676		ENSMUSG00000089832
192192			ENSMUSG00000089832
192192			ENSMUSG00000089832
192192			ENSMUSG00000089832
192192			ENSMUSG00000089832
192192			ENSMUSG00000089832
192192			ENSMUSG00000089832
192192			ENSMUSG00000089832
192192			ENSMUSG00000089832
192192			ENSMUSG00000089832
192192			ENSMUSG00000089832
192192			ENSMUSG00000089832
			ENSMUSG00000087185
			ENSMUSG00000087185
			ENSMUSG00000087185
11865	NM_001243048		ENSMUSG00000055116
11865	NM_007489		ENSMUSG00000055116
			ENSMUSG00000085396
			ENSMUSG00000085396
			ENSMUSG00000085396
			ENSMUSG00000085396
			ENSMUSG00000092389
59057	NM_021559		ENSMUSG00000051469
59057			ENSMUSG00000051469
59057			ENSMUSG00000051469
434377	NM_001004190		ENSMUSG00000045519
434377			ENSMUSG00000045519
			ENSMUSG00000086867
			ENSMUSG00000090152
			ENSMUSG00000092219
			ENSMUSG00000083161
			ENSMUSG00000093758
67023			ENSMUSG00000002395
67023			ENSMUSG00000002395
67023	NM_025917		ENSMUSG00000002395
67023			ENSMUSG00000002395
67023			ENSMUSG00000002395
67023			ENSMUSG00000002395
67023			ENSMUSG00000002395
67023			ENSMUSG00000002395
67023			ENSMUSG00000002395
67023			ENSMUSG00000002395
67023			ENSMUSG00000002395
67023	NM_001145780		ENSMUSG00000002395
			ENSMUSG00000085938
20853			ENSMUSG00000039536
20853			ENSMUSG00000039536
20853			ENSMUSG00000039536
20853	NM_001109905		ENSMUSG00000039536
20853	NM_011490		ENSMUSG00000039536
20853	NM_001109906		ENSMUSG00000039536
20853			ENSMUSG00000039536
20853			ENSMUSG00000039536
20853			ENSMUSG00000039536
20853			ENSMUSG00000039536
20853			ENSMUSG00000039536
20853			ENSMUSG00000039536
20853			ENSMUSG00000039536
			ENSMUSG00000082543
94093	NM_053170		ENSMUSG00000033014
94093	NM_001079830		ENSMUSG00000033014
		NR_028363	ENSMUSG00000093483
			ENSMUSG00000093483
			ENSMUSG00000093483
			ENSMUSG00000093483
			ENSMUSG00000093483
434756	NM_001033785		ENSMUSG00000036551
69324	NM_027038		ENSMUSG00000020617
69324			ENSMUSG00000020617
69324	NM_001162428		ENSMUSG00000020617
225280	NM_172625		ENSMUSG00000047989
225280			ENSMUSG00000047989
225280			ENSMUSG00000047989
225280			ENSMUSG00000047989
			ENSMUSG00000093437
244672	NM_027545		ENSMUSG00000025898
			ENSMUSG00000093579
54405	NM_019443		ENSMUSG00000016427
18451	NM_011030		ENSMUSG00000019916
18451			ENSMUSG00000019916
18451			ENSMUSG00000019916
			ENSMUSG00000090050
75472			ENSMUSG00000026649
75472			ENSMUSG00000026649
75472	NM_001081275		ENSMUSG00000026649
75472			ENSMUSG00000026649
75472			ENSMUSG00000026649
75472			ENSMUSG00000026649
75472			ENSMUSG00000026649
75472			ENSMUSG00000026649
			ENSMUSG00000082556
108077			ENSMUSG00000040356
108077	NM_021337		ENSMUSG00000040356
108077			ENSMUSG00000040356
108077			ENSMUSG00000040356
108077			ENSMUSG00000040356
108077			ENSMUSG00000040356
108077			ENSMUSG00000040356
108077			ENSMUSG00000040356
108077			ENSMUSG00000040356
108077			ENSMUSG00000040356
108077			ENSMUSG00000040356
			ENSMUSG00000095174
			ENSMUSG00000082950
22688	NM_011753		ENSMUSG00000063108
22688			ENSMUSG00000063108
22688			ENSMUSG00000063108
22688			ENSMUSG00000063108
22688			ENSMUSG00000063108
22688			ENSMUSG00000063108
			ENSMUSG00000096751
			ENSMUSG00000096751
69994	NM_023544		ENSMUSG00000040715
69994	NM_001017966		ENSMUSG00000040715
17910	NM_010862		ENSMUSG00000042678
17910	NM_182698		ENSMUSG00000042678
17910	NM_001103171		ENSMUSG00000042678
17910			ENSMUSG00000042678
17910			ENSMUSG00000042678
			ENSMUSG00000085896
69942	NM_153503		ENSMUSG00000036537
15111	NM_010402		ENSMUSG00000038193
241547			ENSMUSG00000027243
241547			ENSMUSG00000027243
241547			ENSMUSG00000027243
241547	NM_178724		ENSMUSG00000027243
241547			ENSMUSG00000027243
			ENSMUSG00000087335
			ENSMUSG00000094446
			ENSMUSG00000086506
		NR_036452	ENSMUSG00000051832
		NR_036453	ENSMUSG00000051832
			ENSMUSG00000051832
			ENSMUSG00000051832
194854	NM_001033234		ENSMUSG00000073243
320662			ENSMUSG00000043541
320662			ENSMUSG00000043541
320662	NM_177222		ENSMUSG00000043541
320662			ENSMUSG00000043541
320662			ENSMUSG00000043541
320662			ENSMUSG00000043541
			ENSMUSG00000069223
			ENSMUSG00000069223
			ENSMUSG00000069223
75986	NM_001081408		ENSMUSG00000040706
11821	NM_009698		ENSMUSG00000006589
			ENSMUSG00000081700
214230	NM_001033254		ENSMUSG00000074923
214230			ENSMUSG00000074923
214230			ENSMUSG00000074923
214230	NM_001145854		ENSMUSG00000074923
214230			ENSMUSG00000074923
			ENSMUSG00000082519
268379	NM_178259		ENSMUSG00000004668
268379			ENSMUSG00000004668
268379			ENSMUSG00000004668
217843	NM_001081017		ENSMUSG00000021198
217843			ENSMUSG00000021198
217843			ENSMUSG00000021198
217843			ENSMUSG00000021198
217843			ENSMUSG00000021198
217843			ENSMUSG00000021198
217843			ENSMUSG00000021198
217843			ENSMUSG00000021198
217843			ENSMUSG00000021198
12823			ENSMUSG00000026141
12823	NM_007733		ENSMUSG00000026141
12823			ENSMUSG00000026141
			ENSMUSG00000089875
		NR_015349	ENSMUSG00000089875
66826			ENSMUSG00000009995
66826			ENSMUSG00000009995
66826	NM_181516		ENSMUSG00000009995
66826	NM_001173547		ENSMUSG00000009995
66826			ENSMUSG00000009995
66826			ENSMUSG00000009995
66826	NM_001242615		ENSMUSG00000009995
66826	NM_001242616		ENSMUSG00000009995
66826			ENSMUSG00000009995
66826			ENSMUSG00000009995
66826			ENSMUSG00000009995
66826			ENSMUSG00000009995
66826			ENSMUSG00000009995
66826			ENSMUSG00000009995
66826			ENSMUSG00000009995
66826			ENSMUSG00000009995
66826			ENSMUSG00000009995
66826			ENSMUSG00000009995
66826			ENSMUSG00000009995
66826			ENSMUSG00000009995
66826			ENSMUSG00000009995
66826			ENSMUSG00000009995
66826			ENSMUSG00000009995
66826			ENSMUSG00000009995
20284	NM_009136		ENSMUSG00000031610
			ENSMUSG00000092367
385343	NM_001025084		ENSMUSG00000071773
			ENSMUSG00000096874
100041581	NM_001099323		ENSMUSG00000038630
			ENSMUSG00000095905
12889	NM_007756		ENSMUSG00000033615
12889			ENSMUSG00000033615
68815	NM_133700		ENSMUSG00000038187
68815			ENSMUSG00000038187
68815			ENSMUSG00000038187
68815			ENSMUSG00000038187
68815			ENSMUSG00000038187
68815			ENSMUSG00000038187
			ENSMUSG00000092600
80913	NM_001160221		ENSMUSG00000020594
80913			ENSMUSG00000020594
80913	NM_001160219		ENSMUSG00000020594
80913	NM_001160220		ENSMUSG00000020594
80913			ENSMUSG00000020594
80913			ENSMUSG00000020594
80913			ENSMUSG00000020594
80913			ENSMUSG00000020594
80913			ENSMUSG00000020594
80913			ENSMUSG00000020594
80913			ENSMUSG00000020594
80913			ENSMUSG00000020594
80913			ENSMUSG00000020594
80913			ENSMUSG00000020594
80913			ENSMUSG00000020594
80913	NM_001160222		ENSMUSG00000020594
80913	NM_030723		ENSMUSG00000020594
			ENSMUSG00000059511
60406	NM_021788		ENSMUSG00000031609
			ENSMUSG00000058281
			ENSMUSG00000074868
28240	NM_138301		ENSMUSG00000009292
28240			ENSMUSG00000009292
28240			ENSMUSG00000009292
28240			ENSMUSG00000009292
28240			ENSMUSG00000009292
28240			ENSMUSG00000009292
28240			ENSMUSG00000009292
28240			ENSMUSG00000009292
		NR_045459	ENSMUSG00000092171
75199	NM_029203		ENSMUSG00000051827
75199			ENSMUSG00000051827
100040016	NM_029203		ENSMUSG00000051827
100040016			ENSMUSG00000051827
50917	NM_001193645		ENSMUSG00000015027
50917	NM_016722		ENSMUSG00000015027
			ENSMUSG00000087032
			ENSMUSG00000087032
			ENSMUSG00000087032
			ENSMUSG00000090185
56233	NM_001204277		ENSMUSG00000022475
56233	NM_001204278		ENSMUSG00000022475
56233	NM_019572		ENSMUSG00000022475
56233			ENSMUSG00000022475
56233	NM_001204281		ENSMUSG00000022475
56233	NM_001204279		ENSMUSG00000022475
56233	NM_001204275		ENSMUSG00000022475
56233	NM_001204276		ENSMUSG00000022475
56233	NM_001204280		ENSMUSG00000022475
56233			ENSMUSG00000022475
56233			ENSMUSG00000022475
56233			ENSMUSG00000022475
67103	NM_025968		ENSMUSG00000028378
14423	NM_013814		ENSMUSG00000000420
14423	NM_001160404		ENSMUSG00000000420
14423			ENSMUSG00000000420
14423			ENSMUSG00000000420
14423			ENSMUSG00000000420
14423			ENSMUSG00000000420
14423			ENSMUSG00000000420
14423			ENSMUSG00000000420
83397	NM_031185		ENSMUSG00000038587
		NR_040530	ENSMUSG00000074555
			ENSMUSG00000074555
68016	NM_026509		ENSMUSG00000028348
66052	NM_025321		ENSMUSG00000058076
66052			ENSMUSG00000058076
66052			ENSMUSG00000058076
			ENSMUSG00000056257
		NR_002846	ENSMUSG00000086537
			ENSMUSG00000086537
			ENSMUSG00000086537
			ENSMUSG00000087443
			ENSMUSG00000090863
			ENSMUSG00000090478
			ENSMUSG00000084998
59005	NM_021502		ENSMUSG00000015013
			ENSMUSG00000083664
15220	NM_008239		ENSMUSG00000038415
			ENSMUSG00000049832
			ENSMUSG00000049832
			ENSMUSG00000082641
27404	NM_013851		ENSMUSG00000020620
27404			ENSMUSG00000020620
			ENSMUSG00000086957
			ENSMUSG00000091775
97165	NM_008252		ENSMUSG00000054717
19226	NM_020623		ENSMUSG00000059077
			ENSMUSG00000062472
			ENSMUSG00000092284
381990	NM_001033466		ENSMUSG00000075327
381990			ENSMUSG00000075327
14238	NM_010225		ENSMUSG00000038402
382035	NM_001007462		ENSMUSG00000069867
			ENSMUSG00000084385
		NR_040332	ENSMUSG00000087278
77521	NM_029920		ENSMUSG00000029651
77521			ENSMUSG00000029651
77521			ENSMUSG00000029651
77521			ENSMUSG00000029651
77521			ENSMUSG00000029651
77521			ENSMUSG00000029651
77521			ENSMUSG00000029651
77521			ENSMUSG00000029651
77521			ENSMUSG00000029651
77521			ENSMUSG00000029651
170756	NM_133221		ENSMUSG00000032754
170756	NM_001177594		ENSMUSG00000032754
170756	NM_001177595		ENSMUSG00000032754
170756			ENSMUSG00000032754
170756			ENSMUSG00000032754
170756			ENSMUSG00000032754
170756			ENSMUSG00000032754
272031			ENSMUSG00000063446
272031	NM_178756		ENSMUSG00000063446
272031			ENSMUSG00000063446
67367	NM_026110		ENSMUSG00000022974
67367			ENSMUSG00000022974
67367			ENSMUSG00000022974
67367			ENSMUSG00000022974
67367			ENSMUSG00000022974
67367			ENSMUSG00000022974
67367			ENSMUSG00000022974
67367			ENSMUSG00000022974
			ENSMUSG00000070794
			ENSMUSG00000070794
11477			ENSMUSG00000026836
11477			ENSMUSG00000026836
11477	NM_001110204		ENSMUSG00000026836
11477			ENSMUSG00000026836
11477			ENSMUSG00000026836
11477	NM_001110205		ENSMUSG00000026836
11477	NM_007394		ENSMUSG00000026836
			ENSMUSG00000092604
224829	NM_001097623		ENSMUSG00000064043
224829	NM_172622		ENSMUSG00000064043
		NR_015618	ENSMUSG00000092368
214063	NM_172338		ENSMUSG00000040697
214063			ENSMUSG00000040697
214063			ENSMUSG00000040697
17528	NM_008623		ENSMUSG00000056569
17528			ENSMUSG00000056569
17528			ENSMUSG00000056569
17528			ENSMUSG00000056569
15376			ENSMUSG00000037025
15376	NM_010446		ENSMUSG00000037025
15376			ENSMUSG00000037025
15376			ENSMUSG00000037025
68046	NM_026529		ENSMUSG00000024273
668459	NM_026529		ENSMUSG00000024273
72429			ENSMUSG00000070972
72429			ENSMUSG00000070972
72429	NM_001033165		ENSMUSG00000070972
72429			ENSMUSG00000070972
72429			ENSMUSG00000070972
78787			ENSMUSG00000034235
78787			ENSMUSG00000034235
78787			ENSMUSG00000034235
78787			ENSMUSG00000034235
78787	NM_030180		ENSMUSG00000034235
71957			ENSMUSG00000029034
71957			ENSMUSG00000029034
71957	NM_028020		ENSMUSG00000029034
71957			ENSMUSG00000029034
71957			ENSMUSG00000029034
71957			ENSMUSG00000029034
71957			ENSMUSG00000029034
			ENSMUSG00000083932
14056	NM_007971		ENSMUSG00000029687
14056	NM_001146689		ENSMUSG00000029687
14056			ENSMUSG00000029687
14056			ENSMUSG00000029687
14056			ENSMUSG00000029687
14056			ENSMUSG00000029687
14056			ENSMUSG00000029687
14056			ENSMUSG00000029687
14056			ENSMUSG00000029687
14056			ENSMUSG00000029687
14056			ENSMUSG00000029687
14056			ENSMUSG00000029687
			ENSMUSG00000091355
71405	NM_027788		ENSMUSG00000074647
16678	NM_008473		ENSMUSG00000046834
225283	NM_144861		ENSMUSG00000040446
			ENSMUSG00000081449
67420			ENSMUSG00000030759
67420			ENSMUSG00000030759
67420			ENSMUSG00000030759
67420			ENSMUSG00000030759
67420			ENSMUSG00000030759
67420			ENSMUSG00000030759
67420			ENSMUSG00000030759
67420			ENSMUSG00000030759
67420			ENSMUSG00000030759
67420			ENSMUSG00000030759
67420	NM_026143		ENSMUSG00000030759
67420	NM_027379		ENSMUSG00000030759
108121	NM_001163769		ENSMUSG00000061613
108121	NM_024187		ENSMUSG00000061613
12398	NM_009824		ENSMUSG00000006362
12398	NM_177289		ENSMUSG00000006362
12398	NM_001109873		ENSMUSG00000006362
12398			ENSMUSG00000006362
12398			ENSMUSG00000006362
12398			ENSMUSG00000006362
12398			ENSMUSG00000006362
231580			ENSMUSG00000062234
231580	NM_001282051		ENSMUSG00000062234
231580	NM_153569		ENSMUSG00000062234
231580	NM_001282052		ENSMUSG00000062234
231580			ENSMUSG00000062234
231580			ENSMUSG00000062234
231580			ENSMUSG00000062234
231580			ENSMUSG00000062234
231580			ENSMUSG00000062234
			ENSMUSG00000067736
406220	NM_001003667		ENSMUSG00000067594
319922	NM_177033		ENSMUSG00000050830
319922			ENSMUSG00000050830
319922			ENSMUSG00000050830
319922			ENSMUSG00000050830
