EntrezGene ID	RefSeq mRNA [e.g. NM_001195597]	RefSeq ncRNA [e.g. NR_002834]	Ensembl Gene ID
15353			ENSMUSG00000020232
15353			ENSMUSG00000020232
15353			ENSMUSG00000020232
15353			ENSMUSG00000020232
15353			ENSMUSG00000020232
15353			ENSMUSG00000020232
15353			ENSMUSG00000020232
15353			ENSMUSG00000020232
20541			ENSMUSG00000054640
20541	NM_011406		ENSMUSG00000054640
20541	NM_001112798		ENSMUSG00000054640
			ENSMUSG00000069439
			ENSMUSG00000081139
74149			ENSMUSG00000071266
74149	NM_198003		ENSMUSG00000071266
74149			ENSMUSG00000071266
74149			ENSMUSG00000071266
57259	NM_020507		ENSMUSG00000048546
			ENSMUSG00000097638
12229	NM_013482		ENSMUSG00000031264
12229			ENSMUSG00000031264
12229			ENSMUSG00000031264
12229			ENSMUSG00000031264
12229			ENSMUSG00000031264
			ENSMUSG00000083281
			ENSMUSG00000078960
			ENSMUSG00000087674
			ENSMUSG00000087674
			ENSMUSG00000087674
			ENSMUSG00000079333
			ENSMUSG00000073371
210876	NM_001104573		ENSMUSG00000095093
69478	NM_027090		ENSMUSG00000032403
239036	NM_001033766		ENSMUSG00000041068
106522	NM_134117		ENSMUSG00000024247
106522			ENSMUSG00000024247
106522			ENSMUSG00000024247
106522			ENSMUSG00000024247
80886	NM_030702		ENSMUSG00000005204
80886			ENSMUSG00000005204
80886	NM_001163571		ENSMUSG00000005204
80886			ENSMUSG00000005204
80886			ENSMUSG00000005204
80886			ENSMUSG00000005204
80886			ENSMUSG00000005204
80886			ENSMUSG00000005204
80886			ENSMUSG00000005204
26987			ENSMUSG00000026254
26987	NM_001039170		ENSMUSG00000026254
26987	NM_001039169		ENSMUSG00000026254
26987			ENSMUSG00000026254
26987	NM_023314		ENSMUSG00000026254
26987			ENSMUSG00000026254
26987			ENSMUSG00000026254
26987			ENSMUSG00000026254
26987			ENSMUSG00000026254
381417	NM_001085518		ENSMUSG00000079071
381417			ENSMUSG00000079071
15530			ENSMUSG00000028763
15530			ENSMUSG00000028763
15530	NM_008305		ENSMUSG00000028763
632687			ENSMUSG00000078627
632687			ENSMUSG00000078627
632687			ENSMUSG00000078627
632687	NM_001039242		ENSMUSG00000078627
632687	NM_172568		ENSMUSG00000078627
			ENSMUSG00000087103
22062	NM_001126330		ENSMUSG00000029026
22062	NM_011642		ENSMUSG00000029026
22062	NM_001126331		ENSMUSG00000029026
22062			ENSMUSG00000029026
22062			ENSMUSG00000029026
22062			ENSMUSG00000029026
22062			ENSMUSG00000029026
			ENSMUSG00000085388
			ENSMUSG00000056329
			ENSMUSG00000056329
71891	NM_001168535		ENSMUSG00000021982
71891	NM_001168538		ENSMUSG00000021982
71891	NM_001168537		ENSMUSG00000021982
71891	NM_027986		ENSMUSG00000021982
71891	NM_001168536		ENSMUSG00000021982
			ENSMUSG00000084160
			ENSMUSG00000086621
			ENSMUSG00000080227
			ENSMUSG00000078706
			ENSMUSG00000078706
			ENSMUSG00000078706
			ENSMUSG00000078706
			ENSMUSG00000072616
56431	NM_019771		ENSMUSG00000015932
218921	NM_175008		ENSMUSG00000096405
68479	NM_026737		ENSMUSG00000061360
68479			ENSMUSG00000061360
15417	NM_008270		ENSMUSG00000020875
15417			ENSMUSG00000020875
219134	NM_145463		ENSMUSG00000044461
232585	NM_001013757		ENSMUSG00000079679
20605			ENSMUSG00000035431
20605	NM_009216		ENSMUSG00000035431
15416	NM_010461		ENSMUSG00000056648
15416			ENSMUSG00000056648
15416			ENSMUSG00000056648
66864	NM_025809		ENSMUSG00000045930
70767			ENSMUSG00000015748
70767			ENSMUSG00000015748
70767			ENSMUSG00000015748
70767			ENSMUSG00000015748
70767	NM_027541		ENSMUSG00000015748
70767			ENSMUSG00000015748
70767			ENSMUSG00000015748
70767			ENSMUSG00000015748
70767			ENSMUSG00000015748
101118	NM_028990		ENSMUSG00000029569
101118			ENSMUSG00000029569
101118			ENSMUSG00000029569
101118			ENSMUSG00000029569
101118			ENSMUSG00000029569
101118			ENSMUSG00000029569
101118			ENSMUSG00000029569
98363			ENSMUSG00000026255
98363	NM_028889		ENSMUSG00000026255
98363			ENSMUSG00000026255
26379	NM_007953		ENSMUSG00000024955
26379			ENSMUSG00000024955
26379			ENSMUSG00000024955
26379			ENSMUSG00000024955
26379			ENSMUSG00000024955
66335	NM_025494		ENSMUSG00000022295
224224			ENSMUSG00000035270
224224			ENSMUSG00000035270
224224	NM_174876		ENSMUSG00000035270
224224			ENSMUSG00000035270
74472			ENSMUSG00000036770
74472			ENSMUSG00000036770
74472			ENSMUSG00000036770
74472			ENSMUSG00000036770
74472	NM_028961		ENSMUSG00000036770
11429	NM_080633		ENSMUSG00000022477
11429			ENSMUSG00000022477
11429			ENSMUSG00000022477
11429			ENSMUSG00000022477
11429			ENSMUSG00000022477
11429			ENSMUSG00000022477
15415	NM_010460		ENSMUSG00000038721
15415			ENSMUSG00000038721
67077	NM_001039494		ENSMUSG00000050623
81910	NM_024281		ENSMUSG00000027422
81910			ENSMUSG00000027422
81910			ENSMUSG00000027422
81910			ENSMUSG00000027422
81910			ENSMUSG00000027422
81910			ENSMUSG00000027422
81910			ENSMUSG00000027422
81910	NM_133626		ENSMUSG00000027422
78798	NM_001114361		ENSMUSG00000032624
78798	NM_001114362		ENSMUSG00000032624
78798	NM_199466		ENSMUSG00000032624
28036	NM_138593		ENSMUSG00000027968
15414			ENSMUSG00000000690
15414	NM_008269		ENSMUSG00000000690
435811	NM_001033979		ENSMUSG00000094035
14780			ENSMUSG00000004344
14780	NM_010343		ENSMUSG00000004344
213673			ENSMUSG00000036275
213673			ENSMUSG00000036275
213673			ENSMUSG00000036275
213673	NM_153117		ENSMUSG00000036275
17986	NM_010883		ENSMUSG00000040138
			ENSMUSG00000022296
67371	NM_026113		ENSMUSG00000019837
72972			ENSMUSG00000058690
72972	NM_027045		ENSMUSG00000058690
72972			ENSMUSG00000058690
72972	NM_028407		ENSMUSG00000058690
72972			ENSMUSG00000058690
72972			ENSMUSG00000058690
72972			ENSMUSG00000058690
72972			ENSMUSG00000058690
72972			ENSMUSG00000058690
72972			ENSMUSG00000058690
69048	NM_022885		ENSMUSG00000021629
16528	NM_008431		ENSMUSG00000024957
74405	NM_028916		ENSMUSG00000025038
11702	NM_009665		ENSMUSG00000075232
14368	NM_001162494		ENSMUSG00000022297
14368	NM_008056		ENSMUSG00000022297
			ENSMUSG00000087246
15413	NM_008268		ENSMUSG00000038700
			ENSMUSG00000083893
			ENSMUSG00000083777
			ENSMUSG00000060795
			ENSMUSG00000082164
68588	NM_026778		ENSMUSG00000054196
68588			ENSMUSG00000054196
68588			ENSMUSG00000054196
			ENSMUSG00000081128
20334	NM_009147		ENSMUSG00000020986
20334			ENSMUSG00000020986
20334			ENSMUSG00000020986
20334			ENSMUSG00000020986
20334			ENSMUSG00000020986
78334	NM_001168304		ENSMUSG00000038481
78334	NM_198164		ENSMUSG00000038481
18708	NM_001077495		ENSMUSG00000041417
18708	NM_001024955		ENSMUSG00000041417
107173	NM_001177361		ENSMUSG00000024958
107173			ENSMUSG00000024958
107173	NM_207220		ENSMUSG00000024958
107173	NM_001177360		ENSMUSG00000024958
107173	NM_001177362		ENSMUSG00000024958
15412	NM_010459		ENSMUSG00000038692
75512	NM_145451		ENSMUSG00000004341
75512			ENSMUSG00000004341
66292			ENSMUSG00000054312
66292			ENSMUSG00000054312
66292			ENSMUSG00000054312
66292			ENSMUSG00000054312
66292	NM_078479		ENSMUSG00000054312
56041	NM_019490		ENSMUSG00000029407
628185	NM_001104575		ENSMUSG00000094921
21944	NM_011614		ENSMUSG00000097328
21944			ENSMUSG00000097328
21944	NM_001034097		ENSMUSG00000097328
21944			ENSMUSG00000097328
619441	NM_011614		ENSMUSG00000097328
619441			ENSMUSG00000097328
619441	NM_001034097		ENSMUSG00000097328
619441			ENSMUSG00000097328
15410	NM_001079869		ENSMUSG00000048763
15410			ENSMUSG00000048763
15410			ENSMUSG00000048763
15410	NM_010458		ENSMUSG00000048763
320027	NM_177059		ENSMUSG00000036264
68222	NM_026624		ENSMUSG00000026969
68222			ENSMUSG00000026969
			ENSMUSG00000046088
			ENSMUSG00000098164
50769	NM_015803		ENSMUSG00000021983
50769			ENSMUSG00000021983
50769			ENSMUSG00000021983
50769			ENSMUSG00000021983
50769			ENSMUSG00000021983
50769			ENSMUSG00000021983
69906	NM_172402		ENSMUSG00000022299
78250			ENSMUSG00000037801
78250	NM_030068		ENSMUSG00000037801
78250			ENSMUSG00000037801
78250			ENSMUSG00000037801
78250			ENSMUSG00000037801
78250			ENSMUSG00000037801
170707			ENSMUSG00000043411
170707			ENSMUSG00000043411
170707	NM_130879		ENSMUSG00000043411
170707			ENSMUSG00000043411
170707			ENSMUSG00000043411
170707			ENSMUSG00000043411
170707			ENSMUSG00000043411
170707			ENSMUSG00000043411
170707			ENSMUSG00000043411
170707			ENSMUSG00000043411
170707			ENSMUSG00000043411
170707			ENSMUSG00000043411
170707			ENSMUSG00000043411
170707			ENSMUSG00000043411
170707			ENSMUSG00000043411
170707			ENSMUSG00000043411
170707			ENSMUSG00000043411
17079	NM_008533		ENSMUSG00000021624
17079			ENSMUSG00000021624
17079			ENSMUSG00000021624
17079			ENSMUSG00000021624
17079			ENSMUSG00000021624
			ENSMUSG00000091457
103889			ENSMUSG00000075588
103889	NM_134032		ENSMUSG00000075588
			ENSMUSG00000085477
			ENSMUSG00000085477
			ENSMUSG00000086418
			ENSMUSG00000085206
		NR_033225	ENSMUSG00000075514
223499	NM_198606		ENSMUSG00000022300
			ENSMUSG00000080727
			ENSMUSG00000080727
			ENSMUSG00000080727
			ENSMUSG00000086821
			ENSMUSG00000086821
240041			ENSMUSG00000059142
240041	NM_177358		ENSMUSG00000059142
240041			ENSMUSG00000059142
240041			ENSMUSG00000059142
240041	NM_001110254		ENSMUSG00000059142
			ENSMUSG00000087219
70840	NM_027572		ENSMUSG00000019834
70840			ENSMUSG00000019834
			ENSMUSG00000084071
			ENSMUSG00000085680
72018	NM_028058		ENSMUSG00000025040
72018			ENSMUSG00000025040
72018			ENSMUSG00000025040
72018			ENSMUSG00000025040
72018			ENSMUSG00000025040
			ENSMUSG00000080846
12015	NM_007522		ENSMUSG00000024959
12015			ENSMUSG00000024959
12015			ENSMUSG00000024959
12015			ENSMUSG00000024959
12015			ENSMUSG00000024959
			ENSMUSG00000081467
19982	NM_019865		ENSMUSG00000079435
19982			ENSMUSG00000079435
19982			ENSMUSG00000079435
19982			ENSMUSG00000079435
19982			ENSMUSG00000079435
19982			ENSMUSG00000079435
66483	NM_019865		ENSMUSG00000079435
66483			ENSMUSG00000079435
66483			ENSMUSG00000079435
66483			ENSMUSG00000079435
66483			ENSMUSG00000079435
66483			ENSMUSG00000079435
			ENSMUSG00000082516
			ENSMUSG00000083863
73822	NM_028657		ENSMUSG00000034854
73822			ENSMUSG00000034854
			ENSMUSG00000083563
67092	NM_025961		ENSMUSG00000027199
67092			ENSMUSG00000027199
67092			ENSMUSG00000027199
			ENSMUSG00000082884
			ENSMUSG00000083453
			ENSMUSG00000085353
			ENSMUSG00000085353
258526	NM_146533		ENSMUSG00000045508
333605			ENSMUSG00000049176
333605			ENSMUSG00000049176
333605	NM_001033330		ENSMUSG00000049176
333605			ENSMUSG00000049176
			ENSMUSG00000083057
18670	NM_008830		ENSMUSG00000042476
			ENSMUSG00000029409
			ENSMUSG00000069136
15407	NM_008266		ENSMUSG00000018973
15407			ENSMUSG00000018973
22758	NM_016684		ENSMUSG00000036721
22758			ENSMUSG00000036721
434701	NM_001104578		ENSMUSG00000092111
66939	NM_025857		ENSMUSG00000037257
50540	NM_015777		ENSMUSG00000046717
19023	NM_011148		ENSMUSG00000029410
632971	NM_001128090		ENSMUSG00000092164
			ENSMUSG00000081861
15525	NM_008300		ENSMUSG00000020361
15525			ENSMUSG00000020361
15525			ENSMUSG00000020361
637516			ENSMUSG00000095658
227613	NM_146116		ENSMUSG00000036752
227613			ENSMUSG00000036752
			ENSMUSG00000083650
			ENSMUSG00000096062
229599			ENSMUSG00000038550
229599	NM_001033302		ENSMUSG00000038550
229599			ENSMUSG00000038550
229599			ENSMUSG00000038550
229599			ENSMUSG00000038550
229599			ENSMUSG00000038550
			ENSMUSG00000081648
433470			ENSMUSG00000033213
433470	NM_001004174		ENSMUSG00000033213
433470		NR_030547	ENSMUSG00000033213
433470			ENSMUSG00000033213
18705			ENSMUSG00000030228
18705	NM_207683		ENSMUSG00000030228
18705	NM_011084		ENSMUSG00000030228
17127	NM_016769		ENSMUSG00000032402
17127			ENSMUSG00000032402
17127			ENSMUSG00000032402
17127			ENSMUSG00000032402
17127			ENSMUSG00000032402
116838	NM_053271		ENSMUSG00000037386
116838	NM_001256382		ENSMUSG00000037386
116838	NM_001256383		ENSMUSG00000037386
72739	NM_023685		ENSMUSG00000021327
72739	NM_001145778		ENSMUSG00000021327
72739			ENSMUSG00000021327
72739			ENSMUSG00000021327
72739			ENSMUSG00000021327
72739			ENSMUSG00000021327
72739			ENSMUSG00000021327
77097			ENSMUSG00000053580
77097	NM_181071		ENSMUSG00000053580
77097			ENSMUSG00000053580
77097			ENSMUSG00000053580
77097			ENSMUSG00000053580
77097			ENSMUSG00000053580
77097			ENSMUSG00000053580
67111	NM_001163687		ENSMUSG00000029413
67111	NM_025972		ENSMUSG00000029413
67111			ENSMUSG00000029413
67111			ENSMUSG00000029413
67111			ENSMUSG00000029413
67111			ENSMUSG00000029413
74114	NM_023733		ENSMUSG00000003623
74114			ENSMUSG00000003623
74114			ENSMUSG00000003623
18797	NM_008874		ENSMUSG00000024960
22700	NM_009555		ENSMUSG00000002617
22700			ENSMUSG00000002617
22700			ENSMUSG00000002617
22700			ENSMUSG00000002617
22700			ENSMUSG00000002617
22700			ENSMUSG00000002617
17130	NM_008542		ENSMUSG00000036867
17130			ENSMUSG00000036867
17130			ENSMUSG00000036867
70503	NM_027442		ENSMUSG00000063428
73047	NM_028420		ENSMUSG00000051146
20744			ENSMUSG00000026915
20744			ENSMUSG00000026915
20744			ENSMUSG00000026915
20744			ENSMUSG00000026915
20744			ENSMUSG00000026915
20744			ENSMUSG00000026915
20744	NM_009261		ENSMUSG00000026915
666002	NM_001102584		ENSMUSG00000091945
18938	NM_008889		ENSMUSG00000056612
320712	NM_001014423		ENSMUSG00000035258
320712	NM_001014422		ENSMUSG00000035258
320712	NM_001014424		ENSMUSG00000035258
320712	NM_178790		ENSMUSG00000035258
320712	NM_001014399		ENSMUSG00000035258
14227	NM_001166368		ENSMUSG00000056629
14227	NM_008020		ENSMUSG00000056629
110351			ENSMUSG00000041351
110351			ENSMUSG00000041351
110351			ENSMUSG00000041351
110351			ENSMUSG00000041351
110351			ENSMUSG00000041351
110351			ENSMUSG00000041351
110351			ENSMUSG00000041351
110351			ENSMUSG00000041351
110351			ENSMUSG00000041351
110351			ENSMUSG00000041351
110351			ENSMUSG00000041351
110351			ENSMUSG00000041351
110351			ENSMUSG00000041351
110351	NM_029563		ENSMUSG00000041351
110351	NM_001081155		ENSMUSG00000041351
110351	NM_001256218		ENSMUSG00000041351
18712	NM_008842		ENSMUSG00000024014
66603	NM_025656		ENSMUSG00000060121
66603			ENSMUSG00000060121
66603			ENSMUSG00000060121
142681	NM_080854		ENSMUSG00000006469
142681			ENSMUSG00000006469
142681			ENSMUSG00000006469
142681			ENSMUSG00000006469
142681			ENSMUSG00000006469
142681			ENSMUSG00000006469
142681			ENSMUSG00000006469
20463	NM_001159529		ENSMUSG00000024248
20463	NM_009187		ENSMUSG00000024248
22785	NM_011774		ENSMUSG00000005802
22785			ENSMUSG00000005802
			ENSMUSG00000084098
			ENSMUSG00000081519
225030	NM_153512		ENSMUSG00000045053
78473	NM_001033186		ENSMUSG00000057058
78473	NM_001177898		ENSMUSG00000057058
78473			ENSMUSG00000057058
78473			ENSMUSG00000057058
78473	NM_001177899		ENSMUSG00000057058
78473			ENSMUSG00000057058
78473			ENSMUSG00000057058
78473			ENSMUSG00000057058
78473			ENSMUSG00000057058
78473			ENSMUSG00000057058
78929	NM_030229		ENSMUSG00000022476
			ENSMUSG00000083729
114875	NM_054066		ENSMUSG00000030230
114875			ENSMUSG00000030230
114875			ENSMUSG00000030230
114875			ENSMUSG00000030230
638102	NM_001104579		ENSMUSG00000091076
235435	NM_145835		ENSMUSG00000032401
235435			ENSMUSG00000032401
235435			ENSMUSG00000032401
235435			ENSMUSG00000032401
235435			ENSMUSG00000032401
235435			ENSMUSG00000032401
21762	NM_134101		ENSMUSG00000006998
21762			ENSMUSG00000006998
21762			ENSMUSG00000006998
21762			ENSMUSG00000006998
21762			ENSMUSG00000006998
21762			ENSMUSG00000006998
432479			ENSMUSG00000020234
432479			ENSMUSG00000020234
432479	NM_001014836		ENSMUSG00000020234
432479			ENSMUSG00000020234
57811	NM_021340		ENSMUSG00000021804
51938	NM_026222		ENSMUSG00000027676
51938			ENSMUSG00000027676
51938			ENSMUSG00000027676
51938			ENSMUSG00000027676
51938			ENSMUSG00000027676
13056	NM_007805		ENSMUSG00000019590
13056			ENSMUSG00000019590
13056			ENSMUSG00000019590
13056			ENSMUSG00000019590
13056			ENSMUSG00000019590
13056			ENSMUSG00000019590
13056			ENSMUSG00000019590
			ENSMUSG00000091614
18457	NM_019788		ENSMUSG00000005804
18457			ENSMUSG00000005804
18457			ENSMUSG00000005804
18457			ENSMUSG00000005804
18457			ENSMUSG00000005804
18457			ENSMUSG00000005804
71138	NM_001162901		ENSMUSG00000079580
71138	NM_001162902		ENSMUSG00000079580
381085	NM_198647		ENSMUSG00000042203
381085			ENSMUSG00000042203
			ENSMUSG00000074828
11605	NM_013463		ENSMUSG00000031266
11605			ENSMUSG00000031266
78232	NM_030057		ENSMUSG00000020993
239037	NM_146245		ENSMUSG00000041044
227331			ENSMUSG00000048000
227331	NM_146112		ENSMUSG00000048000
227331	NM_001110212		ENSMUSG00000048000
227331			ENSMUSG00000048000
227331			ENSMUSG00000048000
227331			ENSMUSG00000048000
227331			ENSMUSG00000048000
227331			ENSMUSG00000048000
227331			ENSMUSG00000048000
227331			ENSMUSG00000048000
227331			ENSMUSG00000048000
227331			ENSMUSG00000048000
227331			ENSMUSG00000048000
227331			ENSMUSG00000048000
227331			ENSMUSG00000048000
227331			ENSMUSG00000048000
227331			ENSMUSG00000048000
227331			ENSMUSG00000048000
227331			ENSMUSG00000048000
227331			ENSMUSG00000048000
227331			ENSMUSG00000048000
227331			ENSMUSG00000048000
227331			ENSMUSG00000048000
105859	NM_145473		ENSMUSG00000042109
105859			ENSMUSG00000042109
105859			ENSMUSG00000042109
105859			ENSMUSG00000042109
			ENSMUSG00000086112
			ENSMUSG00000086112
619697	NM_001104580		ENSMUSG00000090966
71972	NM_028029		ENSMUSG00000025195
75766	NM_029422		ENSMUSG00000022303
319207	NM_001012311		ENSMUSG00000055313
319207	NM_001162920		ENSMUSG00000055313
319207			ENSMUSG00000055313
319207			ENSMUSG00000055313
319207	NM_001162919		ENSMUSG00000055313
11647	NM_007431		ENSMUSG00000028766
11647			ENSMUSG00000028766
11647			ENSMUSG00000028766
11647			ENSMUSG00000028766
11647			ENSMUSG00000028766
11647			ENSMUSG00000028766
11647			ENSMUSG00000028766
11647			ENSMUSG00000028766
22340	NM_001185164		ENSMUSG00000024962
22340	NM_011697		ENSMUSG00000024962
22340			ENSMUSG00000024962
239038	NM_173418		ENSMUSG00000043418
71844	NM_170591		ENSMUSG00000063895
93721	NM_030703		ENSMUSG00000025196
93721			ENSMUSG00000025196
619788	NM_001104581		ENSMUSG00000091407
327747	NM_177793		ENSMUSG00000045555
17692			ENSMUSG00000031358
17692	NM_010832		ENSMUSG00000031358
17692			ENSMUSG00000031358
17692			ENSMUSG00000031358
116871	NM_001171054		ENSMUSG00000055817
116871	NM_001171053		ENSMUSG00000055817
116871	NM_001171052		ENSMUSG00000055817
116871			ENSMUSG00000055817
116871	NM_054082		ENSMUSG00000055817
116871			ENSMUSG00000055817
116871			ENSMUSG00000055817
116871			ENSMUSG00000055817
116871			ENSMUSG00000055817
67966	NM_026479		ENSMUSG00000018239
67966			ENSMUSG00000018239
73547	NM_028568		ENSMUSG00000025043
12344	NM_007605		ENSMUSG00000041791
71713	NM_027879		ENSMUSG00000038446
56258			ENSMUSG00000045427
56258			ENSMUSG00000045427
56258			ENSMUSG00000045427
56258			ENSMUSG00000045427
56258	NM_019868		ENSMUSG00000045427
170677	NM_130878		ENSMUSG00000021803
109135	NM_144920		ENSMUSG00000030231
432731			ENSMUSG00000022228
432731	NM_001013786		ENSMUSG00000022228
230857	NM_199307		ENSMUSG00000057530
230857			ENSMUSG00000057530
230857			ENSMUSG00000057530
230857			ENSMUSG00000057530
68014	NM_026507		ENSMUSG00000032400
68014			ENSMUSG00000032400
68014			ENSMUSG00000032400
68014			ENSMUSG00000032400
68014			ENSMUSG00000032400
68014			ENSMUSG00000032400
68014			ENSMUSG00000032400
68014			ENSMUSG00000032400
68014			ENSMUSG00000032400
68014			ENSMUSG00000032400
68014			ENSMUSG00000032400
68014			ENSMUSG00000032400
68014			ENSMUSG00000032400
18949	NM_008891		ENSMUSG00000020994
			ENSMUSG00000084075
64705	NM_022722		ENSMUSG00000022304
64705	NM_001164466		ENSMUSG00000022304
64705			ENSMUSG00000022304
64705			ENSMUSG00000022304
			ENSMUSG00000083373
93736	NM_033565		ENSMUSG00000049470
93736			ENSMUSG00000049470
93736			ENSMUSG00000049470
93736			ENSMUSG00000049470
93736			ENSMUSG00000049470
93736			ENSMUSG00000049470
93736			ENSMUSG00000049470
93736			ENSMUSG00000049470
			ENSMUSG00000083116
			ENSMUSG00000066487
			ENSMUSG00000083172
59010	NM_001162503		ENSMUSG00000005803
59010			ENSMUSG00000005803
59010			ENSMUSG00000005803
59010			ENSMUSG00000005803
59010			ENSMUSG00000005803
59010	NM_021507		ENSMUSG00000005803
59010			ENSMUSG00000005803
59010			ENSMUSG00000005803
59010			ENSMUSG00000005803
83767	NM_031877		ENSMUSG00000019831
83767			ENSMUSG00000019831
58230	NM_021419		ENSMUSG00000090083
58230			ENSMUSG00000090083
58230			ENSMUSG00000090083
58230			ENSMUSG00000090083
58230			ENSMUSG00000090083
58230			ENSMUSG00000090083
58230			ENSMUSG00000090083
58230			ENSMUSG00000090083
			ENSMUSG00000085999
			ENSMUSG00000085057
			ENSMUSG00000085057
338320	NM_177321		ENSMUSG00000035349
			ENSMUSG00000099120
			ENSMUSG00000082307
			ENSMUSG00000082307
22289			ENSMUSG00000037369
22289	NM_009483		ENSMUSG00000037369
22289			ENSMUSG00000037369
22289			ENSMUSG00000037369
			ENSMUSG00000085330
		NR_074089	ENSMUSG00000084241
66707	NM_025719		ENSMUSG00000059395
74479	NM_028965		ENSMUSG00000020876
74479	NM_001163389		ENSMUSG00000020876
74479			ENSMUSG00000020876
74479			ENSMUSG00000020876
74479			ENSMUSG00000020876
74479			ENSMUSG00000020876
29858	NM_013872		ENSMUSG00000022474
29858	NM_001282040		ENSMUSG00000022474
29858			ENSMUSG00000022474
29858			ENSMUSG00000022474
29858			ENSMUSG00000022474
29858			ENSMUSG00000022474
29858			ENSMUSG00000022474
652925	NM_001081029		ENSMUSG00000079659
100040591	NM_001110227		ENSMUSG00000079436
100040591			ENSMUSG00000079436
212541	NM_145383		ENSMUSG00000030324
544922	NM_001039115		ENSMUSG00000054931
231452	NM_172713		ENSMUSG00000029415
			ENSMUSG00000044434
381070			ENSMUSG00000067882
381070			ENSMUSG00000067882
73234	NM_028473		ENSMUSG00000026258
70045	NM_001206684		ENSMUSG00000096001
57431			ENSMUSG00000024963
57431	NM_020566		ENSMUSG00000024963
			ENSMUSG00000083973
66092	NM_001199122		ENSMUSG00000041028
66092	NM_078478		ENSMUSG00000041028
			ENSMUSG00000084383
67891	NM_024212		ENSMUSG00000032399
			ENSMUSG00000083796
			ENSMUSG00000087028
			ENSMUSG00000087028
			ENSMUSG00000087028
100503043	NM_001202500		ENSMUSG00000049804
			ENSMUSG00000085830
328329			ENSMUSG00000034751
328329	NM_175171		ENSMUSG00000034751
328329			ENSMUSG00000034751
328329			ENSMUSG00000034751
328329			ENSMUSG00000034751
328329			ENSMUSG00000034751
328329			ENSMUSG00000034751
328329			ENSMUSG00000034751
328329			ENSMUSG00000034751
328329			ENSMUSG00000034751
328329			ENSMUSG00000034751
328329			ENSMUSG00000034751
328329			ENSMUSG00000034751
449521	NM_001033496		ENSMUSG00000071256
			ENSMUSG00000083043
68323	NM_026675		ENSMUSG00000037349
68323			ENSMUSG00000037349
68323			ENSMUSG00000037349
			ENSMUSG00000083528
14359	NM_001113188		ENSMUSG00000027680
14359	NM_001113189		ENSMUSG00000027680
14359	NM_008053		ENSMUSG00000027680
			ENSMUSG00000052403
			ENSMUSG00000052403
			ENSMUSG00000052403
			ENSMUSG00000052403
619441	NM_001159503		ENSMUSG00000018752
619441			ENSMUSG00000018752
619441			ENSMUSG00000018752
17329	NM_008599		ENSMUSG00000029417
171506	NM_138311		ENSMUSG00000042279
171506			ENSMUSG00000042279
171506			ENSMUSG00000042279
171506			ENSMUSG00000042279
107328	NM_153597		ENSMUSG00000047656
69583	NM_023517		ENSMUSG00000089669
69583	NM_001159505		ENSMUSG00000089669
69583			ENSMUSG00000089669
			ENSMUSG00000059459
			ENSMUSG00000078139
108101	NM_153795		ENSMUSG00000024965
22654			ENSMUSG00000062012
22654	NM_011747		ENSMUSG00000062012
329360	NM_001033410		ENSMUSG00000089953
12859			ENSMUSG00000079941
100046079			ENSMUSG00000079941
259301	NM_153069		ENSMUSG00000036216
226143	NM_001001446		ENSMUSG00000025197
226143	NM_001167905		ENSMUSG00000025197
78248			ENSMUSG00000033460
78248	NM_001166379		ENSMUSG00000033460
78248	NM_001166377		ENSMUSG00000033460
78248			ENSMUSG00000033460
78248	NM_030066		ENSMUSG00000033460
78248			ENSMUSG00000033460
78248			ENSMUSG00000033460
78248	NM_001166378		ENSMUSG00000033460
78248	NM_001166380		ENSMUSG00000033460
78248			ENSMUSG00000033460
93681	NM_001251833		ENSMUSG00000063894
93681	NM_139141		ENSMUSG00000063894
93681			ENSMUSG00000063894
93681	NM_001251834		ENSMUSG00000063894
53972	NM_019867		ENSMUSG00000026259
53972	NM_001111314		ENSMUSG00000026259
53972			ENSMUSG00000026259
53972			ENSMUSG00000026259
229600			ENSMUSG00000038543
229600			ENSMUSG00000038543
229600			ENSMUSG00000038543
229600			ENSMUSG00000038543
229600	NM_153513		ENSMUSG00000038543
11569	NM_178803		ENSMUSG00000030232
11569	NM_001005605		ENSMUSG00000030232
11569			ENSMUSG00000030232
11569			ENSMUSG00000030232
11569			ENSMUSG00000030232
11569			ENSMUSG00000030232
11569			ENSMUSG00000030232
11569			ENSMUSG00000030232
11569			ENSMUSG00000030232
11569			ENSMUSG00000030232
11569	NM_009637		ENSMUSG00000030232
18183	NM_001190187		ENSMUSG00000041014
18183	NM_008734		ENSMUSG00000041014
18183	NM_001190188		ENSMUSG00000041014
18183			ENSMUSG00000041014
18183			ENSMUSG00000041014
67859	NM_026415		ENSMUSG00000036731
67859			ENSMUSG00000036731
226144	NM_001164360		ENSMUSG00000025198
226144	NM_145502		ENSMUSG00000025198
226144			ENSMUSG00000025198
226144			ENSMUSG00000025198
226144			ENSMUSG00000025198
226144			ENSMUSG00000025198
226144			ENSMUSG00000025198
226144			ENSMUSG00000025198
226144	NM_001164359		ENSMUSG00000025198
140741	NM_199058		ENSMUSG00000046922
239393	NM_172814		ENSMUSG00000022305
239393			ENSMUSG00000022305
239393			ENSMUSG00000022305
103199	NM_133999		ENSMUSG00000038417
12412			ENSMUSG00000018666
12412			ENSMUSG00000018666
12412	NM_007622		ENSMUSG00000018666
12412			ENSMUSG00000018666
